Priority,Alert_Description,Start_ISO,Start_Epoch,Start_Hour,Start_DOW,Is_Weekend,Duration_Sec,Duration_Min,Priority_Norm,Priority_Level,Component_Type,Component_Name,Test,Raw_Type,Raw_Name,Raw_Test,Src_Type,Src_Name,Ner_Type,Ner_Name,Regex_Type,Regex_Name
Minor,Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T09:01:00,1754038860,9,4,False,301.0,5.017,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many blocked connections for user SFCUBS on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T09:01:00,1754038860,9,4,False,2547.0,42.45,Minor,1,host,Oracle,Many blocked connections for user SFCUBS,host,Oracle,Many blocked connections for user SFCUBS,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T09:00:00,1754038800,9,4,False,231.0,3.85,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod aws-guardduty-agent-xw57m of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T09:00:00,1754038800,9,4,False,7020.0,117.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-xw57m of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-xw57m of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-xw57m,host,Kubernetes
Minor,Many redo log space requests have been issued on Oracle Database on Cloud APIRDB:1580,2025-08-01T08:59:00,1754038740,8,4,False,36180.0,603.0,Minor,1,host,Oracle,Many redo log space requests have been issued,host,Oracle,Many redo log space requests have been issued,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many redo buffer entries exist on Oracle Database on Cloud APIRDB:1580,2025-08-01T08:59:00,1754038740,8,4,False,36180.0,603.0,Minor,1,host,Oracle,Many redo buffer entries exist,host,Oracle,Many redo buffer entries exist,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many blocked connections for user DBSNMP on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T08:59:00,1754038740,8,4,False,277.0,4.617,Minor,1,host,Oracle,Many blocked connections for user DBSNMP,host,Oracle,Many blocked connections for user DBSNMP,regex,regex,UNK,Oracle,host,Oracle
Minor,Many maintenance {system-update},2025-08-01T08:58:00,1754038680,8,4,False,918.0,15.3,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T08:58:00,1754038680,8,4,False,914.0,15.233,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:58:00,1754038680,8,4,False,191.0,3.183,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb,2025-08-01T08:58:00,1754038680,8,4,False,307.0,5.117,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T08:58:00,1754038680,8,4,False,848.0,14.133,Minor,1,host,Oracle,Many long running queries for DB03,host,Oracle,Many long running queries for DB03,regex,regex,UNK,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:58:00,1754038680,8,4,False,256.0,4.267,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Critical,Disk ssd4 on BI_DC_N1 is very busy,2025-08-01T08:58:00,1754038680,8,4,False,3599.0,59.983,Critical,3,host,BI_DC_N1,Disk ssd4,host,BI_DC_N1,Disk ssd4,regex,regex,host,BI_DC_N1,host,BI_DC_N1
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:58:00,1754038680,8,4,False,105.0,1.75,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:57:00,1754038620,8,4,False,110.0,1.833,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many instances have been removed recently from AWS Cloud KBZ-Project,2025-08-01T08:57:00,1754038620,8,4,False,864.0,14.4,Minor,1,aws cloud,KBZ-Project,Many instances have been removed recently,aws cloud,KBZ-Project,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,KBZ-Project
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:57:00,1754038620,8,4,False,65.0,1.083,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:57:00,1754038620,8,4,False,65.0,1.083,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Major,Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd,2025-08-01T08:57:00,1754038620,8,4,False,255.0,4.25,Major,2,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6,Many HTTP 5XX responses,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6,Many HTTP 5XX responses,regex,regex,aws cloud,load,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6
Minor,Many instances have been removed recently from AWS Cloud apiring-aws-prd,2025-08-01T08:57:00,1754038620,8,4,False,310.0,5.167,Minor,1,aws cloud,apiring-aws-prd,Many instances have been removed recently,aws cloud,apiring-aws-prd,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,apiring-aws-prd
Critical,Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running {Ora_Reco},2025-08-01T08:55:00,1754038500,8,4,False,4740.0,79.0,Critical,3,resource,Ora_Reco,Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running,resource,Ora_Reco,Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running,regex,regex,oracle database,Ora_Reco,resource,Ora_Reco
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:55:00,1754038500,8,4,False,230.0,3.833,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:54:00,1754038440,8,4,False,3083.0,51.383,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-hgf4p,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-xw57m of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:54:00,1754038440,8,4,False,325.0,5.417,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-xw57m of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-xw57m of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:54:00,1754038440,8,4,False,14040.0,234.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-nwk7w,host,Kubernetes
Minor,High CPU utilization when waiting for I/O on eG_Backend_DB_DR,2025-08-01T08:54:00,1754038440,8,4,False,305.0,5.083,Minor,1,host,eG_Backend_DB_DR,High CPU utilization when waiting for I/O,host,eG_Backend_DB_DR,High CPU utilization when waiting for I/O,regex,regex,host,eG_Backend_DB_DR,host,eG_Backend_DB_DR
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:54:00,1754038440,8,4,False,145.0,2.417,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T08:53:00,1754038380,8,4,False,907.0,15.117,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v5k4x,host,Kubernetes
Minor,High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB,2025-08-01T08:53:00,1754038380,8,4,False,581.0,9.683,Minor,1,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:52:00,1754038320,8,4,False,105.0,1.75,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:52:00,1754038320,8,4,False,105.0,1.75,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Major,High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1,2025-08-01T08:52:00,1754038320,8,4,False,551.0,9.183,Major,2,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,regex,regex,host,BIREPO_DB_Node_1,host,BIREPO_DB_Node_1
Minor,Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T08:52:00,1754038320,8,4,False,1904.0,31.733,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T08:52:00,1754038320,8,4,False,2506.0,41.767,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Many failed tasks {All},2025-08-01T08:52:00,1754038320,8,4,False,273.0,4.55,Minor,1,resource,All,Many failed tasks,resource,All,Many failed tasks,regex,regex,UNK,All,resource,All
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:51:00,1754038260,8,4,False,60.0,1.0,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:51:00,1754038260,8,4,False,60.0,1.0,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Critical,TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking,2025-08-01T08:51:00,1754038260,8,4,False,300.0,5.0,Critical,3,external web,ibanking,UNK,external web,ibanking,UNK,regex,regex,UNK,UNK,external web,ibanking
Minor,Many maintenance {system-update},2025-08-01T08:51:00,1754038260,8,4,False,957.0,15.95,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T08:51:00,1754038260,8,4,False,960.0,16.0,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:50:00,1754038200,8,4,False,205.0,3.417,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Critical,Disk ssd6 on dc01sczapp010207 is very busy,2025-08-01T08:50:00,1754038200,8,4,False,5400.0,90.0,Critical,3,host,dc01sczapp010207,Disk ssd6,host,dc01sczapp010207,Disk ssd6,regex,regex,UNK,dc01sczapp010207,host,dc01sczapp010207
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#5},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#5,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#5,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#5,resource,CBSCustomerServiceBalance_1528\w3wp#5
Minor,Load failures rate is high {CBSAccountingService_1568\w3wp#13},2025-08-01T08:49:00,1754038140,8,4,False,1193.0,19.883,Minor,1,resource,CBSAccountingService_1568\w3wp#13,Load failures rate is high,resource,CBSAccountingService_1568\w3wp#13,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\w3wp#13,resource,CBSAccountingService_1568\w3wp#13
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#4,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#4,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#4,resource,CBSCustomerServiceBalance_1528\w3wp#4
Minor,Load failures rate is high {CBSAccountingService_1568\Summary},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSAccountingService_1568\Summary,Load failures rate is high,resource,CBSAccountingService_1568\Summary,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\Summary,resource,CBSAccountingService_1568\Summary
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\Summary},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSCustomerServiceBalance_1528\Summary,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\Summary,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\Summary,resource,CBSCustomerServiceBalance_1528\Summary
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#6,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#6,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#6,resource,CBSCustomerServiceBalance_1528\w3wp#6
Minor,Load failures rate is high {CBSAccountingService_1568\w3wp#12},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSAccountingService_1568\w3wp#12,Load failures rate is high,resource,CBSAccountingService_1568\w3wp#12,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\w3wp#12,resource,CBSAccountingService_1568\w3wp#12
Minor,Load failures rate is high {CBSAccountingService_1568\w3wp#19},2025-08-01T08:49:00,1754038140,8,4,False,1198.0,19.967,Minor,1,resource,CBSAccountingService_1568\w3wp#19,Load failures rate is high,resource,CBSAccountingService_1568\w3wp#19,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\w3wp#19,resource,CBSAccountingService_1568\w3wp#19
Minor,There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:49:00,1754038140,8,4,False,315.0,5.25,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:49:00,1754038140,8,4,False,3398.0,56.633,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-hdsz6,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:49:00,1754038140,8,4,False,315.0,5.25,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,Many blocked sessions on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T08:49:00,1754038140,8,4,False,862.0,14.367,Minor,1,host,Oracle,Many blocked sessions,host,Oracle,Many blocked sessions,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:49:00,1754038140,8,4,False,130.0,2.167,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Critical,Alert detected for Server availability of WebLogic Server,2025-08-01T08:49:00,1754038140,8,4,False,2163.0,36.05,Critical,3,UNK,WebLogic,UNK,UNK,WebLogic,UNK,none,ner,UNK,WebLogic,UNK,UNK
Minor,Memory utilization is high for pod prometheus-0 of namespace monitoring on Kubernetes Cluster flexcube-cbs-prod-tkc,2025-08-01T08:48:00,1754038080,8,4,False,303.0,5.05,Minor,1,host,Kubernetes,Memory utilization is high for pod prometheus-0 of namespace monitoring,host,Kubernetes,Memory utilization is high for pod prometheus-0 of namespace monitoring,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Critical,Disk ssd6 on BI_DC_N1 is very busy,2025-08-01T08:48:00,1754038080,8,4,False,8040.0,134.0,Critical,3,host,BI_DC_N1,Disk ssd6,host,BI_DC_N1,Disk ssd6,regex,regex,host,BI_DC_N1,host,BI_DC_N1
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:48:00,1754038080,8,4,False,230.0,3.833,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:47:00,1754038020,8,4,False,106.0,1.767,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:47:00,1754038020,8,4,False,108.0,1.8,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:46:00,1754037960,8,4,False,40.0,0.667,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:46:00,1754037960,8,4,False,40.0,0.667,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Critical,TCP connection could not be established to port 17501 for Oracle WebLogic IB_UAT_fcdbMServer1:17501,2025-08-01T08:46:00,1754037960,8,4,False,2338.0,38.967,Critical,3,oracle weblogic,IB_UAT_fcdbMServer1:17501,UNK,oracle weblogic,IB_UAT_fcdbMServer1:17501,UNK,ner,ner,oracle weblogic,IB_UAT_fcdbMServer1:17501,UNK,UNK
Major,Disk ssd6 on dc01sczapp010207 is very busy,2025-08-01T08:45:00,1754037900,8,4,False,296.0,4.933,Major,2,host,dc01sczapp010207,Disk ssd6,host,dc01sczapp010207,Disk ssd6,regex,regex,UNK,dc01sczapp010207,host,dc01sczapp010207
Major,Disk ssd4 on dc01sczapp010207 is very busy,2025-08-01T08:45:00,1754037900,8,4,False,1544.0,25.733,Major,2,host,dc01sczapp010207,Disk ssd4,host,dc01sczapp010207,Disk ssd4,regex,regex,UNK,dc01sczapp010207,host,dc01sczapp010207
Minor,There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:45:00,1754037900,8,4,False,261.0,4.35,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:45:00,1754037900,8,4,False,3018.0,50.3,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-ws4b9,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:45:00,1754037900,8,4,False,10860.0,181.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-72896,host,Kubernetes
Critical,TCP connection could not be established to port 17502 for Oracle WebLogic IB_UAT_fcdbMServer2:17502,2025-08-01T08:45:00,1754037900,8,4,False,2438.0,40.633,Critical,3,oracle weblogic,IB_UAT_fcdbMServer2:17502,UNK,oracle weblogic,IB_UAT_fcdbMServer2:17502,UNK,ner,ner,oracle weblogic,IB_UAT_fcdbMServer2:17502,UNK,UNK
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:44:00,1754037840,8,4,False,207.0,3.45,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Critical,Many missing indexes (based on user impact) in database HRISDB on Microsoft SQL on Cloud HRISDB-Prod:1433,2025-08-01T08:44:00,1754037840,8,4,False,34440.0,574.0,Critical,3,host,Microsoft,Many missing indexes (based on user impact) in database HRISDB,host,Microsoft,Many missing indexes (based on user impact) in database HRISDB,regex,regex,UNK,user,host,Microsoft
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T08:44:00,1754037840,8,4,False,1715.0,28.583,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v7mpg,host,Kubernetes
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:44:00,1754037840,8,4,False,126.0,2.1,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Other waits are taking time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:44:00,1754037840,8,4,False,33480.0,558.0,Minor,1,host,Oracle,Other waits are taking time,host,Oracle,Other waits are taking time,regex,regex,oracle database,Oracle,host,Oracle
Minor,SMA port Port 30 in down state,2025-08-01T08:44:00,1754037840,8,4,False,46140.0,769.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 28 in down state,2025-08-01T08:44:00,1754037840,8,4,False,46140.0,769.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 20 in down state,2025-08-01T08:44:00,1754037840,8,4,False,46140.0,769.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Minor,SMA port Port 22 in down state,2025-08-01T08:43:00,1754037780,8,4,False,46140.0,769.0,Minor,1,UNK,UNK,UNK,UNK,UNK,UNK,none,none,UNK,UNK,UNK,UNK
Major,Disk ssd6 on BI_DC_N1 is very busy,2025-08-01T08:43:00,1754037780,8,4,False,283.0,4.717,Major,2,host,BI_DC_N1,Disk ssd6,host,BI_DC_N1,Disk ssd6,regex,regex,host,BI_DC_N1,host,BI_DC_N1
Major,Disk ssd4 on BI_DC_N1 is very busy,2025-08-01T08:43:00,1754037780,8,4,False,848.0,14.133,Major,2,host,BI_DC_N1,Disk ssd4,host,BI_DC_N1,Disk ssd4,regex,regex,host,BI_DC_N1,host,BI_DC_N1
