,original_index,text,label,cleaned_text
3395,4962,ချီးထုပ်,po,ချီးထုပ်
3396,1285,ဗုံးပေါက်ပါစေ မ ယွ အသက်ကြီးပြီးအချိန်မစီး,ab,ဗုံးပေါက်ပါစေ မ ယွ အသက်ကြီးပြီးအချိန်မစီး
3397,602,မင်း ငယ် သေး လို့ ဘာသာတရား အကြောင်း ကောင်းကောင်း နားမလည် မ သိ သေး ရှာ လို့ ပြော နေ တာ ပါ လို့ ဆို တဲ့ စိတ် နဲ့ ပဲ နားထောင် ပေး ပါ တယ် ကွယ်,no,မင်း ငယ် သေး လို့ ဘာသာတရား ကောင်းကောင်း နားမလည် မ သိ သေး ရှာ လို့ ပြော နေ တာ ပါ လို့ ဆို တဲ့ စိတ် နဲ့ ပဲ နားထောင် ပေး ပါ တယ် ကွယ်
3398,761,ကဲကဲ ကျောင်း ပြီး ရင် အပြင် သင်တန်း ဖိုး တွေ နိုင်ငံခြား ထွက် ရ မယ့် ဖိုး ပါ ပြင် ထား ဦး,no,ကဲကဲ ကျောင်း ပြီး ရင် အပြင် သင်တန်း ဖိုး တွေ နိုင်ငံခြား ထွက် ရ မယ့် ဖိုး ပါ ပြင် ထား ဦး
3399,5661,ကျဥ ကျဥ,ab,ကျဥ ကျဥ
3400,4744,ခွေးမသား ခွေးဝဲစား မှန်း မ ခွေး မှန်း မ,po,ခွေးမသား ခွေးဝဲစား မှန်း မ ခွေး မှန်း မ
3401,4905,မ ဟိုအတန်း ပဲ,ab,မ ဟိုအတန်း ပဲ
3402,5761,§ဒိုင် §ပို လုပ် ဖြတ် ရိုင်း $ဒိုင်,ab,§ဒိုင် §ပို လုပ် ဖြတ် ရိုင်း $ဒိုင်
3403,6733,မအလ ဟာမ ဟာမ,po,မအလ ဟာမ ဟာမ
3404,6013,ဘောငုံ မ ပဲ ပေါကြောင်ကြောင် သီချင်းဆိုတာkeyမဝင်,po,ဘောငုံ မ ပဲ ပေါကြောင်ကြောင် သီချင်းဆိုတာkeyမဝင်
3405,1886,တောင်ကြီး သူ မှတ် လို့ တော် သေး တာ 😂 😂 😂 😂,no,တောင်ကြီး သူ မှတ် လို့ တော် သေး တာ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
3406,6510,စောက်ရှက် မ,ab,စောက်ရှက် မ
3407,2278,မ စောက်ချိုး ချိုး ဘောမ ပဲ,po,မ စောက်ချိုး ချိုး ဘောမ ပဲ
3408,6609,ဆဲ ပဲ ဘောပဲမ အဘဘောလေးပဲငုံ,po,ဆဲ ပဲ ဘောပဲမ အဘဘောလေးပဲငုံ
3409,861,လူငယ် တွေ နော် လုပ် ရင် မ ဖြစ် တာ မ ရှိ ဘူး,no,လူငယ် တွေ နော် လုပ် ရင် မ ဖြစ် တာ မ ရှိ ဘူး
3410,2400,မ ပဲ ဖင်လုံးကြီး ရိုက် စော်ကား ပဲ အကုန်ချွတ် ပဲ ရိုက်,ab,မ ပဲ ဖင်လုံးကြီး ရိုက် စော်ကား ပဲ အကုန်ချွတ် ပဲ ရိုက်
3411,1114,စား တော့ ဘူး အချစ် တွေ ပဲ စား တော့ မယ်,no,စား တော့ ဘူး အချစ် တွေ ပဲ စား တော့ မယ်
3412,1569,မ မှန်း သိသာ စစ်ဘောမ,po,မ မှန်း သိသာ စစ်ဘောမ
3413,2600,မင်းဆိုးမင်းညစ်,po,မင်းဆိုးမင်းညစ်
3414,4570,ထွက် ရှိ သော ပြည်တွင်း ထုတ်ကုန် များ ကို အချိန်မရွေး နေရာ မ ရွေး ဝယ် နိုင် အောင် စီစဉ် ပေး နိုင် အောင် လုပ် ပါ,no,ထွက် ရှိ ပြည်တွင်း ထုတ်ကုန် ကို အချိန်မရွေး နေရာ မ ရွေး ဝယ် နိုင် အောင် စီစဉ် ပေး နိုင် အောင် လုပ် ပါ
3415,5590,မအေလိုး အရူး,ab,မအေလိုး အရူး
3416,4024,လုပ် မအေဘေး ဘောထပ်မ,po,လုပ် မအေဘေး ဘောထပ်မ
3417,1329,အာဏာရူး မ,po,အာဏာရူး မ
3418,598,နန်းပလ္လင်ဖွတ်တက် ခံ စောက်ရှက်မဲ့ လုပ် မျက်နှာပြောင်တိုက်,po,နန်းပလ္လင်ဖွတ်တက် ခံ စောက်ရှက်မဲ့ လုပ် မျက်နှာပြောင်တိုက်
3419,3977,ဘာ မှ မ ကြား မိ လို့ ပြော ပြ ပါ ဦး,no,ဘာ မ ကြား မိ လို့ ပြော ပြ ပါ ဦး
3420,2828,သေ ကျက်သရေယုတ်,po,သေ ကျက်သရေယုတ်
3421,3028,စောင့်ကျင့်ယုတ် ပဲ,ab,စောင့်ကျင့်ယုတ် ပဲ
3422,3081,ဖြတ် လုပ် သောက်ကျိုးနဲ ယုတ်ညံ့ မ,ab,ဖြတ် လုပ် သောက်ကျိုးနဲ ယုတ်ညံ့ မ
3423,4729,ဖွီ ရွံ ပဲ မ ခသတစ ဆိတ်တပ်,po,ဖွီ ရွံ ပဲ မ ခသတစ ဆိတ်တပ်
3424,3292,နွား နွား မ ပဲ ပဲ စောက်ရူး စောက်ပေါ မအလ စောက်ရူး ပဲ,po,နွား နွား မ ပဲ ပဲ စောက်ရူး စောက်ပေါ မအလ စောက်ရူး ပဲ
3425,2539,မအလ နဖူးတေ့ရှင်းလိုက် ဂိန် ဂိန်,po,မအလ နဖူးတေ့ရှင်းလိုက် ဂိန် ဂိန်
3426,2738,ဟုတ် တယ် နော် သူ လည်း ပြန်လည် ကြိုးစား ပြီး အောင်မြင် နေ မှ ထ ဖော် တာ,no,ဟုတ် တယ် နော် သူ လည်း ပြန်လည် ကြိုးစား ပြီး အောင်မြင် နေ ထ ဖော် တာ
3427,6190,ဟိုအထီးနဲ့အမကဘာစတိုင်နေနေတာလဲ,ab,ဟိုအထီးနဲ့အမကဘာစတိုင်နေနေတာလဲ
3428,5640,မြန်မာ နိုင်ငံ လည်း တစ် နေ့ တစ် မျိုး ပဲ နော်,no,မြန်မာ နိုင်ငံ လည်း နေ့ မျိုး ပဲ နော်
3429,152,ပဒတ် ပဒတ် သေ မ ပဲ ပစ်သတ် ကူလီကူမာ မ မ,po,ပဒတ် ပဒတ် သေ မ ပဲ ပစ်သတ် ကူလီကူမာ မ မ
3430,3724,အေလိုး ဂဏန်း,po,အေလိုး ဂဏန်း
3431,5549,ဘာ တစ် ခု မှ ရေရေရာရာ မ ရှိ တဲ့ သီချင်း,no,ဘာ ခု ရေရေရာရာ မ ရှိ တဲ့ သီချင်း
3432,911,စောက်ပေါ အောက်တန်းစား,po,စောက်ပေါ အောက်တန်းစား
3433,1205,ကျက်သရေအခါခါတုံး စောက်ရှက် မ,ab,ကျက်သရေအခါခါတုံး စောက်ရှက် မ
3434,3664,မရဏ ကုန်သည်,no,မရဏ ကုန်သည်
3435,5971,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို များ နေ မလဲ မ သိ ဘူး 😂,no,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို နေ မလဲ မ သိ ဘူး face_with_tears_of_joy
3436,574,ရှေ့ကိုမပုတ်တာ,ab,ရှေ့ကိုမပုတ်တာ
3437,960,ချ စောက်သိက္ခာ အသုံးမကျ ပဲ မအလ ငရဲမြန်မြန်သွား ပဲ,po,ချ စောက်သိက္ခာ အသုံးမကျ ပဲ မအလ ငရဲမြန်မြန်သွား ပဲ
3438,3156,ပထွေး ဖင်အရမ်းယား,ab,ပထွေး ဖင်အရမ်းယား
3439,3721,ဖေxိုးမ ဘုတ်ဘုတ် ပဲ,ab,ဖေxိုးမ ဘုတ်ဘုတ် ပဲ
3440,6736,ဖော်လော်မော်,po,ဖော်လော်မော်
3441,5878,နီပိန်း မ,po,နီပိန်း မ
3442,1869,စစ်တပ် က ချုပ်ကိုင် နေ သရွေ့ ဘယ်တော့မှ အမှန် နဲ့ အနိုင် ဆို တာ မ ရှိ ဘူး,no,စစ်တပ် ချုပ်ကိုင် နေ သရွေ့ ဘယ်တော့မှ အမှန် နဲ့ အနိုင် ဆို တာ မ ရှိ ဘူး
3443,4105,အရူးတပ်,po,အရူးတပ်
3444,3897,သေခါနီး မအလ ဘောမ သတ် မ သေခါနီး စောက်ရေးကြီး မ,po,သေခါနီး မအလ ဘောမ သတ် မ သေခါနီး စောက်ရေးကြီး မ
3445,1821,စောက်ပြစ် လုပ် လောက် မ တောင် ခံ ပဲ အခြောက်မ ခံ စောက်ရှက် လုပ်,ab,စောက်ပြစ် လုပ် လောက် မ တောင် ခံ ပဲ အခြောက်မ ခံ စောက်ရှက် လုပ်
3446,5331,မ ခွေးတပ်,po,မ ခွေးတပ်
3447,1359,ပဲ သောက်ရူး,ab,ပဲ သောက်ရူး
3448,6728,သက်ရှိ ဘုရား ဆို တာ အမှန် ရှိ ပါ တယ် ကိုယ် ရဲ့ ကျေးဇူး ရှင် မွေး မိခင် နဲ့ ကျွေး ဖခင် က ဘုရား အစစ် တွေ ပါ,no,သက်ရှိ ဘုရား ဆို တာ အမှန် ရှိ ပါ တယ် ကိုယ် ရဲ့ ကျေးဇူး ရှင် မွေး မိခင် နဲ့ ကျွေး ဖခင် ဘုရား အစစ် တွေ ပါ
3449,1668,မ ဖင်ခံ,po,မ ဖင်ခံ
3450,3694,တောင်ကြီး သူ တွေ ဂုဏ်ယူ စရာ 🤣 🤣 တဖြည်းဖြည်း နဲ့ ခေတ်မီ လာ တာ လား 🤔 🤔 အနုပညာ ဒီ ထက် မ က သော အနုပညာ တွေ .. 🤣 😏 😏,no,တောင်ကြီး သူ တွေ ဂုဏ်ယူ စရာ rolling_on_the_floor_laughing rolling_on_the_floor_laughing တဖြည်းဖြည်း နဲ့ ခေတ်မီ လာ တာ လား thinking_face thinking_face အနုပညာ ဒီ ထက် မ အနုပညာ တွေ .. rolling_on_the_floor_laughing smirking_face smirking_face
3451,6147,လောက် ထည့် ဖင်ယား,po,လောက် ထည့် ဖင်ယား
3452,218,လ သောက်ဆန်းကြီး မ စောက်ရှက် မ မ မ ပဲ ငါလူးမ,po,လ သောက်ဆန်းကြီး မ စောက်ရှက် မ မ မ ပဲ ငါလူးမ
3453,895,စောက်ခွက်ကန်,ab,စောက်ခွက်ကန်
3454,4568,ကျက်သရေတုံး ကောင်မ,ab,ကျက်သရေတုံး ကောင်မ
3455,5013,သတ် မသေရဲတော့ဘူးလား,po,သတ် မသေရဲတော့ဘူးလား
3456,4081,ဘောမ ပဲ ဘောအို,ab,ဘောမ ပဲ ဘောအို
3457,3644,ပဒက် ခံ,po,ပဒက် ခံ
3458,1978,ကလေးလားခွေးလား,ab,ကလေးလားခွေးလား
3459,2284,စစ်ခွေး မအေလိုး ပဲ လူလိုမသိ,po,စစ်ခွေး မအေလိုး ပဲ လူလိုမသိ
3460,808,ဘယ်လို တောင် လား အမြင် ကပ် လို့ ပါ ဆို 🥴,no,ဘယ်လို တောင် လား အမြင် ကပ် လို့ ပါ ဆို woozy_face
3461,1747,သောက်ကောင် ဘောမ,po,သောက်ကောင် ဘောမ
3462,239,အဲ့ဒါ ပြော ပြ ချင် နေ တာ ကိုယ် နဲ့ မ ဆိုင် ပါ ဘူး လေ ဆို ပြီး စကားလုံး တွေ မြိုချ နေ ရ တယ်,no,အဲ့ဒါ ပြော ပြ ချင် နေ တာ ကိုယ် နဲ့ မ ဆိုင် ပါ ဘူး လေ ဆို ပြီး စကားလုံး တွေ မြိုချ နေ ရ တယ်
3463,5247,မနည်း ဘာသာပြန် ယူ ရ တယ် 😆 😆 😆,no,မနည်း ဘာသာပြန် ယူ ရ တယ် grinning_squinting_face grinning_squinting_face grinning_squinting_face
3464,6457,ပဲ စောက်ရူး,po,ပဲ စောက်ရူး
3465,1921,မ ကလေး မုဒိမ်းကျင့် that ပစ် ပဲ မုဒိမ်းကျင့် ဓားပြတိုက် ခိုးဆိုးလုနှိုက် ပေါက်လွတ်ပဲစား ဖျာသယ်မသား အနိုင်ကျင့်,po,မ ကလေး မုဒိမ်းကျင့် ပစ် ပဲ မုဒိမ်းကျင့် ဓားပြတိုက် ခိုးဆိုးလုနှိုက် ပေါက်လွတ်ပဲစား ဖျာသယ်မသား အနိုင်ကျင့်
3466,3882,မ မ ‌‌ေ သေချင်းဆိုး ကာလနာ,ab,မ မ ‌‌ေ သေချင်းဆိုး ကာလနာ
3467,6259,သေ သေ လီး ပဲ,ab,သေ သေ လီး ပဲ
3468,4619,စောက်ခွက် မ စောက်စိတ်ဓာတ် အခြောက်ဆန်,ab,စောက်ခွက် မ စောက်စိတ်ဓာတ် အခြောက်ဆန်
3469,6479,လဥ လုပ်,ab,လဥ လုပ်
3470,4763,ခွေးရူး ခွေးမိုက် ခွေးဘီလူး မ,po,ခွေးရူး ခွေးမိုက် ခွေးဘီလူး မ
3471,4063,Sတတ်ကြီး,ab,Sတတ်ကြီး
3472,2966,မအလ ဆဲ,po,မအလ ဆဲ
3473,3197,လောက် စပ ပဲ,ab,လောက် စပ ပဲ
3474,5954,ဖျင်ယိုး ဖျင်ခံ,ab,ဖျင်ယိုး ဖျင်ခံ
3475,1668,မ ဖင်ခံ,po,မ ဖင်ခံ
3476,3848,စား ချင် လိုက် တာ ရှယ် ပဲ 😜 😜,no,စား ချင် လိုက် တာ ရှယ် ပဲ winking_face_with_tongue winking_face_with_tongue
3477,6593,စခ ပဲ,po,စခ ပဲ
3478,891,သတ် ချ ယုတ်မာ မအလ,po,သတ် ချ ယုတ်မာ မအလ
3479,4824,လီး ပဲ,ab,လီး ပဲ
3480,2261,စပ,ab,စပ
3481,1414,ခွေးမသား,po,ခွေးမသား
3482,6772,စက်ပတ် လီးလီးလားလား,ab,စက်ပတ် လီးလီးလားလား
3483,2461,ဆန်း တိုင်း မ ကောင်း ပါ ဘူး sex ကို အသား ပေး ထား တော့ မြန်မာ မိသားစု အများစု အမြင် မ သင့် ပါ ဘူး ငွေ ရ ရင် ပြီး ရော မ လုပ် ကြ ပါ နဲ့ ယဥ်ကျေး မှု ထိန်းသိမ်း ကြ ပါ ကြာ ရင် လူ တွေ တိရိစ္ဆာန် နဲ့ မ ခြား ဖြစ် ကုန် မှာ စိုး ရ တယ်,no,ဆန်း တိုင်း မ ကောင်း ပါ ဘူး sex ကို အသား ပေး ထား တော့ မြန်မာ မိသားစု အများစု အမြင် မ သင့် ပါ ဘူး ငွေ ရ ရင် ပြီး ရော မ လုပ် ကြ ပါ နဲ့ ယဥ်ကျေး မှု ထိန်းသိမ်း ကြ ပါ ကြာ ရင် လူ တွေ တိရိစ္ဆာန် နဲ့ မ ခြား ဖြစ် ကုန် မှာ စိုး ရ တယ်
3484,5544,$ခေါင်း လ မ ပဲ မ ကောင်မ,po,$ခေါင်း လ မ ပဲ မ ကောင်မ
3485,6358,နင် လည်း သေ မယ့် နှစ် မှ စစ် ထဲ ဝင် သလို ပါ့ 😂 😂,no,နင် လည်း သေ မယ့် နှစ် စစ် ထဲ ဝင် သလို ပါ့ face_with_tears_of_joy face_with_tears_of_joy
3486,4078,စစ်ခွေးအ ငပိန်း ငပိန်း မ,po,စစ်ခွေးအ ငပိန်း ငပိန်း မ
3487,2913,စောက်မှတ် မ,ab,စောက်မှတ် မ
3488,2293,တောင်ကြီး သား တွေ လွင့် နေ တာ ဟ,no,တောင်ကြီး သား တွေ လွင့် နေ တာ ဟ
3489,4506,ငါလိုးသား လိ,po,ငါလိုးသား လိ
3490,4869,လုပ် လုပ် မဲဖောက်ကံစမ်း,po,လုပ် လုပ် မဲဖောက်ကံစမ်း
3491,3996,ငါ တို့ က မိဘ လုပ်စာ ထိုင် စား နေ တာ ဟေ့,no,ငါ မိဘ လုပ်စာ ထိုင် စား နေ တာ ဟေ့
3492,4623,တကယ် ကံကောင်း နေ တာ ဘူစ် စရာ မ လို ဘဲ ကြည့် သူ များ လို့ တက် နေ တာ ထင် တယ် ။,no,တကယ် ကံကောင်း နေ တာ ဘူစ် စရာ မ လို ဘဲ ကြည့် သူ လို့ တက် နေ တာ ထင် တယ် ။
3493,577,ကျပ်မပြည့် မ ခေါင်းထဲဘောသုတ်ဝင်နေ ကမ ဖျင်အရှည်ကြီးခံ,po,ကျပ်မပြည့် မ ခေါင်းထဲဘောသုတ်ဝင်နေ ကမ ဖျင်အရှည်ကြီးခံ
3494,5574,စည်းကမ်း ဖောက် တာ ၂ ယောက် ရှိ တယ် ပြော ပြီး ၁ ယောက် တည်း ထုတ် တယ် နော် 😁 😁,no,စည်းကမ်း ဖောက် တာ ၂ ယောက် ရှိ တယ် ပြော ပြီး ၁ ယောက် တည်း ထုတ် တယ် နော် beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
3495,222,တာဝါတိုင်တွေချိုး ငပိန်း,po,တာဝါတိုင်တွေချိုး ငပိန်း
3496,1846,ဖာခံ ဒစ် စုပ် အမှုတ် အစုပ် လုပ်,po,ဖာခံ ဒစ် စုပ် အမှုတ် အစုပ် လုပ်
3497,82,ပဲ လူပါးဝ,po,ပဲ လူပါးဝ
3498,6186,တစ် ဘက် က ပဲ ပြော နေ တာ လေ ၂ ဘက် ကြား ရ မှ ယုံ မယ်,no,ဘက် ပဲ ပြော နေ တာ လေ ၂ ဘက် ကြား ရ ယုံ မယ်
3499,1633,စပ,ab,စပ
3500,3754,ခွေးမျိုး,po,ခွေးမျိုး
3501,2328,စက်သုံးဆီ အတွက် မ ပူ ကြ နဲ့ ကြက်ဆူ စီမံကိန်း ရေးဆွဲ နေ ပါ တယ် လို့ အဲဒါ လာ ပြော တာ,no,စက်သုံးဆီ မ ပူ ကြ နဲ့ ကြက်ဆူ စီမံကိန်း ရေးဆွဲ နေ ပါ တယ် လို့ အဲဒါ လာ ပြော တာ
3502,3018,၇ နာရီ ၄၅ မိနစ် အသံ ကျယ် တယ် တစ် လုံး ပဲ ကွဲ တယ်,no,၇ နာရီ ၄၅ မိနစ် အသံ ကျယ် တယ် လုံး ပဲ ကွဲ တယ်
3503,979,မယားငယ်သွေး ပါ ကြ တယ် လေ မယားငယ် ဘက် က ကာကွယ် ပြော နေ တာ မယားကြီး ကို တောင် အပြစ် ပြော တဲ့ သူ တွေ အများကြီး,no,မယားငယ်သွေး ပါ ကြ တယ် လေ မယားငယ် ဘက် ကာကွယ် ပြော နေ တာ မယားကြီး ကို တောင် အပြစ် ပြော တဲ့ သူ တွေ အများကြီး
3504,2075,ကြည့် လို့ ကောင်း ပါ တယ် ဘာ လို့ လဲ,no,ကြည့် လို့ ကောင်း ပါ တယ် ဘာ လို့ လဲ
3505,4411,ကမ္ဘာ မှာ အာဏာရှင် တွေ ရှိ နေ သမျှ ကာလ ပတ် လုံး ပြည်သူ တွေ လိုလား တဲ့ ဒီမိုကရေစီ ဆို တာ မ ရရှိ နိုင် ဘူး ။ အာဏာရှင် တွေ က နိုင်ငံ အချင်းချင်း ပူးပေါင်း ပြီး သူ တို့ တွေ ရဲ့ အာဏာ တည်မြဲ ရေး ကို အချင်းချင်း ကာကွယ် ပေး ကြ တယ် ။ နိုင်ငံ တွေ ရဲ့ ပြည်သူ အချင်းချင်း ‌ တွေ ကော ဘာ လုပ် ကြ မ လဲ ???? ဘာ လုပ် သင့် ပြီ လဲ ????,no,ကမ္ဘာ မှာ အာဏာရှင် တွေ ရှိ နေ သမျှ ကာလ ပတ် လုံး ပြည်သူ တွေ လိုလား တဲ့ ဒီမိုကရေစီ ဆို တာ မ ရရှိ နိုင် ဘူး ။ အာဏာရှင် တွေ နိုင်ငံ အချင်းချင်း ပူးပေါင်း ပြီး သူ တွေ ရဲ့ အာဏာ တည်မြဲ ရေး ကို အချင်းချင်း ကာကွယ် ပေး ကြ တယ် ။ နိုင်ငံ တွေ ရဲ့ ပြည်သူ အချင်းချင်း ‌ တွေ ကော ဘာ လုပ် ကြ မ လဲ ???? ဘာ လုပ် သင့် ပြီ လဲ ????
3506,2406,သဘော က တော့ မ ယူ ချင် ဘဲ ယူ ခဲ့ ရ တယ် ပေါ့ ရှောင်တိမ်း တတ် သူ ကြီး ပေါ့ 🤣,no,သဘော တော့ မ ယူ ချင် ဘဲ ယူ ခဲ့ ရ တယ် ပေါ့ ရှောင်တိမ်း တတ် သူ ကြီး ပေါ့ rolling_on_the_floor_laughing
3507,4153,ရိုက်,ab,ရိုက်
3508,760,စစ်အာဏာရူး မ သိသာ လုပ် ပဲ,po,စစ်အာဏာရူး မ သိသာ လုပ် ပဲ
3509,6506,မြန်မာ့ ယဉ်ကျေး မှု နဲ့ ကန့်လန့် ကြီး မိသားစု တွေ ရှိ တဲ့ အချိန် မ ဖွင့် သင့် တဲ့ သီချင်း လေး ပါ,no,မြန်မာ့ ယဉ်ကျေး မှု နဲ့ ကန့်လန့် ကြီး မိသားစု တွေ ရှိ တဲ့ အချိန် မ ဖွင့် သင့် တဲ့ သီချင်း လေး ပါ
3510,5042,မ မအလ,po,မ မအလ
3511,3602,ကြူကြူလှ ခွေး သွေးကြွေး,ab,ကြူကြူလှ ခွေး သွေးကြွေး
3512,4602,ဘယ် တုန်း က စစ် ထဲ ရောက် သွား တာ တုန်း ညီမလေး,no,ဘယ် တုန်း စစ် ထဲ ရောက် သွား တာ တုန်း ညီမလေး
3513,482,သူများ နိုင်ငံ မှာ က ဗုဒ္ဓ ဘာသာ မ ဟုတ် ဘူး လေ မြန်မာ ပြည် မှာ က ယုံကြည် ထား ရ တဲ့ သာသနာ လေ အဲ့လို တွေ ရိုက် လို့ မ ရ ပါ ဘူး သာသနာ ဖျက် တာ ပဲ လေ တခြား နိုင်ငံ တွေ က အယူဆ လွဲမှား နေ လို့ အဲဒါ လူ တွေ က အတူ ယူ မှား နေ ကြ တာ နာမည်ကျော် ကြား ပြီး ပိုက်ဆံ အဆင်ပြေ ရင် ရ ပြီ ဆို တဲ့ အတွေး တစ် ခု တည်း နဲ့ ရှေ့ဆက် မ ရ ပါ ဘူး ဗုဒ္ဓ ယုံကြည် ကိုးကွယ် နေ တဲ့ သာသနာ ဖြစ် နေ လို့ မ သင့်တော် ပါ ဘူး,no,သူများ နိုင်ငံ မှာ ဗုဒ္ဓ ဘာသာ မ ဟုတ် ဘူး လေ မြန်မာ ပြည် မှာ ယုံကြည် ထား ရ တဲ့ သာသနာ လေ အဲ့လို တွေ ရိုက် လို့ မ ရ ပါ ဘူး သာသနာ ဖျက် တာ ပဲ လေ တခြား နိုင်ငံ တွေ အယူဆ လွဲမှား နေ လို့ အဲဒါ လူ တွေ အတူ ယူ မှား နေ ကြ တာ နာမည်ကျော် ကြား ပြီး ပိုက်ဆံ အဆင်ပြေ ရင် ရ ပြီ ဆို တဲ့ အတွေး ခု တည်း နဲ့ ရှေ့ဆက် မ ရ ပါ ဘူး ဗုဒ္ဓ ယုံကြည် ကိုးကွယ် နေ တဲ့ သာသနာ ဖြစ် နေ လို့ မ သင့်တော် ပါ ဘူး
3514,3855,မ ဖလမ မ ဖလမ $ဦးနှောက် ပဲ,po,မ ဖလမ မ ဖလမ $ဦးနှောက် ပဲ
3515,6235,⚽️မ ⚽️မ မ သေကျေ ပျက်စီး ခံ ဖင် 🐕‍🦺,po,soccer_ball မ soccer_ball မ မ သေကျေ ပျက်စီး ခံ ဖင် service_dog
3516,4440,လိ့ မ မ ခံ လောက် မ ဖလမ ဖျင်ခံ,po,လိ့ မ မ ခံ လောက် မ ဖလမ ဖျင်ခံ
3517,2771,စလွယ်သူခိုး ဓားပြ,po,စလွယ်သူခိုး ဓားပြ
3518,4203,မ ဖျက် $ပါးကဝ,ab,မ ဖျက် $ပါးကဝ
3519,6445,မ လူရုပ်မာ,ab,မ လူရုပ်မာ
3520,4254,ကောင်မ ဆံပင်ဆွဲ ပါးနားပိတ်ရိုက် မ လောက်,ab,ကောင်မ ဆံပင်ဆွဲ ပါးနားပိတ်ရိုက် မ လောက်
3521,3296,ပဲ မ ဒီမင်းဒီစိုးဒီသူခိုး ပဲ ပေါက်,po,ပဲ မ ဒီမင်းဒီစိုးဒီသူခိုး ပဲ ပေါက်
3522,4915,စောက်ရူး စောက်လေပေါ,po,စောက်ရူး စောက်လေပေါ
3523,3627,ဟန်ဆောင် ကောင်း လိုက် တာ ကြောက် စရာ ကြီး,no,ဟန်ဆောင် ကောင်း လိုက် တာ ကြောက် စရာ ကြီး
3524,5173,စခ,po,စခ
3525,337,Sကောင်မ ကျက်သတုံး မ တန်ဖိုးမရှိတဲ့ဟာ မ ဆန်ကုန်မြေလေး မ,ab,Sကောင်မ ကျက်သတုံး မ တန်ဖိုးမရှိတဲ့ဟာ မ ဆန်ကုန်မြေလေး မ
3526,2735,မ မယားငယ် လုပ် ဖင်ခံ တောင် လုပ်,ab,မ မယားငယ် လုပ် ဖင်ခံ တောင် လုပ်
3527,6231,ဟာမ မ,ab,ဟာမ မ
3528,1732,ကိုယ် လည်း မ ရောက် ဖူး တော့ သူ တို့ ပြော သမျှ မျက်စိ သူငယ် နား သူငယ် နဲ့ ကိုယ့် ph နဲ့ ကိုယ် ကြည့် ပြီး အကုသိုလ် များ နေ ရ တာ ခု ချစ်မ ရှင်းပြ မှ ရီ ရ တော့ တယ်,no,ကိုယ် လည်း မ ရောက် ဖူး တော့ သူ ပြော သမျှ မျက်စိ သူငယ် နား သူငယ် နဲ့ ကိုယ့် ph နဲ့ ကိုယ် ကြည့် ပြီး အကုသိုလ် နေ ရ တာ ခု ချစ်မ ရှင်းပြ ရီ ရ တော့ တယ်
3529,50,မ ငါးစိမ်းသည် ရန်တွေ့ လုပ် ဂြိုဟ်သား,po,မ ငါးစိမ်းသည် ရန်တွေ့ လုပ် ဂြိုဟ်သား
3530,6021,အစ်ကို ရေ ဝတ် ထား တဲ့ အင်္ကျီ ကို တော့ ကြိုက် တယ် ဗျာ,no,အစ်ကို ရေ ဝတ် ထား တဲ့ အင်္ကျီ ကို တော့ ကြိုက် တယ် ဗျာ
3531,3840,ဒီ တစ် ခါ အဲ့ ဆီ သွား စား မ လို့ ချိန် နေ တာ 😑,no,ဒီ ခါ အဲ့ ဆီ သွား စား မ လို့ ချိန် နေ တာ expressionless_face
3532,1408,ကမကလ တောင် ဆဲ မ မ ကလိမ်ကျ စွရှက် မ,po,ကမကလ တောင် ဆဲ မ မ ကလိမ်ကျ စွရှက် မ
3533,3850,မအလ,po,မအလ
3534,3599,ဘာ လို့ အခု မီး ပျက် နေ တာ လဲ ပြော စမ်း,no,ဘာ လို့ အခု မီး ပျက် နေ တာ လဲ ပြော စမ်း
3535,2371,ဖာ စောက်လုပ် ပဲ,ab,ဖာ စောက်လုပ် ပဲ
3536,2250,နောက် တစ် ယောက် ပေါ် လာ ပြန် ပြီ လား ပထမ တစ် ခါ တုန်း က တ‌စ် ယောက် လည်း အဲ့လို ပဲ လူ တွေ ပျောက် လို့ လိုက် ရှာ မှ အလိမ် ပေါ် တာ လေ အခု လည်း ထပ် ပြီး ပေါ် လာ ပြန် ပြီ,no,နောက် ယောက် ပေါ် လာ ပြန် ပြီ လား ပထမ ခါ တုန်း တ‌စ် ယောက် လည်း အဲ့လို ပဲ လူ တွေ ပျောက် လို့ လိုက် ရှာ အလိမ် ပေါ် တာ လေ အခု လည်း ထပ် ပြီး ပေါ် လာ ပြန် ပြီ
3537,3910,သောက်ရူး သတ် ပဲ,po,သောက်ရူး သတ် ပဲ
3538,2531,nlm,ab,nlm
3539,5852,သတ်,ab,သတ်
3540,958,အောက်တန်းကျ,ab,အောက်တန်းကျ
3541,4419,ဖာသယ်မ ဖာသယ်မသား,po,ဖာသယ်မ ဖာသယ်မသား
3542,5392,စောက်ကြောတင်း အခွက်,ab,စောက်ကြောတင်း အခွက်
3543,2418,ခွေးအိုကြီး,ab,ခွေးအိုကြီး
