text,label,original_index,cleaned_text
မ ပြုံး ဘူး ဆို ပြီး ဓာတ်ပုံ ထဲ မှာ ကျ ဖြီး လို့ 😁,no,4865,မ ပြုံး ဘူး ဆို ပြီး ဓာတ်ပုံ ထဲ မှာ ကျ ဖြီး လို့ beaming_face_with_smiling_eyes
ရုပ် ကို က ဖားပြုတ်ရုပ် နဲ့ ပြော လိုက် ရင် လည်း တဏှာ တော က မ ထွက် တော့ ဘူး လင်တရူး တာ လား ဘာ လား အမ ရယ်,ab,5321,ရုပ် ကို ဖားပြုတ်ရုပ် နဲ့ ပြော လိုက် ရင် လည်း တဏှာ တော မ ထွက် တော့ ဘူး လင်တရူး တာ လား ဘာ လား အမ ရယ်
အမှန် က နီပိန်း တွေ ဉာဏ် နည်း ရာ က စ တာ,po,1918,အမှန် နီပိန်း တွေ ဉာဏ် နည်း ရာ စ တာ
အမှန် တွေ သိပ် မ ပြော နဲ့ ကိုရီး နာ ကုန် မယ် 😂 😂,no,4517,အမှန် တွေ သိပ် မ ပြော နဲ့ ကိုရီး နာ ကုန် မယ် face_with_tears_of_joy face_with_tears_of_joy
လီး ပဲ ဟ ပြန် ပေး တော့ လေ ပျက် တာ ကြာ လှ နေ ပြီ သာကေတ ၆ ရပ်ကွက် က,ab,2291,လီး ပဲ ဟ ပြန် ပေး တော့ လေ ပျက် တာ ကြာ လှ နေ ပြီ သာကေတ ၆ ရပ်ကွက်
မြေ မ မြို ဘူး လား,no,6196,မြေ မ မြို ဘူး လား
အလယ် က ဆံပင် ပုံ လေး ကြိုက် မိ လို့ 🥹,no,5096,အလယ် ဆံပင် ပုံ လေး ကြိုက် မိ လို့ face_holding_back_tears
ဒီ စောက်ရူး တစ် သိုက် နဲ့ နေ့ တိုင်း ရယ် နေ ရ တယ် 😂,ab,4652,ဒီ စောက်ရူး သိုက် နဲ့ နေ့ တိုင်း ရယ် နေ ရ တယ် face_with_tears_of_joy
ဖင်ကုန်း ပြီး သာ ဆုတောင်း ​ နေ လိုက်,ab,6166,ဖင်ကုန်း ပြီး သာ ဆုတောင်း ​ နေ လိုက်
$ပေါ အစိုးရ NUG 🤣🤣🤣,po,1082,$ပေါ အစိုးရ NUG rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
ကြိုးစား နော် ကြိုးစား ကြိုးစား လို့ မ ကောင်း ရင် အခြား ဟာ ပြောင်း စား 🫰,no,5430,ကြိုးစား နော် ကြိုးစား ကြိုးစား လို့ မ ကောင်း ရင် အခြား ဟာ ပြောင်း စား hand_with_index_finger_and_thumb_crossed
ဟုတ် နေ ပြီ မ ထင် နေ နဲ့ ဘယ်လို စိတ်ညစ် ဖို့ ကောင်း မှန်း ကို မ သိ တာ နိုင်ငံခြား မ ဟုတ် ဘူး မြန်မာ နိုင်ငံ သူ များ နိုင်ငံ အတုခိုး တာ ခိုး ပါ ကောင်း တာ ခိုး လေ အဆင့်ကိုမရှိ ဘူး 😞😞😞,ab,2673,ဟုတ် နေ ပြီ မ ထင် နေ နဲ့ ဘယ်လို စိတ်ညစ် ဖို့ ကောင်း မှန်း ကို မ သိ တာ နိုင်ငံခြား မ ဟုတ် ဘူး မြန်မာ နိုင်ငံ သူ နိုင်ငံ အတုခိုး တာ ခိုး ပါ ကောင်း တာ ခိုး လေ အဆင့်ကိုမရှိ ဘူး disappointed_face disappointed_face disappointed_face
စာမတတ်ပေမတတ် တောသား လေး People Terrorist Force လို့ တင်စား သုံးနှုန်း တာ တောသား ရဲ့ ၊ မြန်မာစာ အရင် မှန် အောင် ပြန် သင် လိုက် တောသား,po,1499,စာမတတ်ပေမတတ် တောသား လေး People Terrorist Force လို့ တင်စား သုံးနှုန်း တာ တောသား ရဲ့ ၊ မြန်မာစာ အရင် မှန် အောင် ပြန် သင် လိုက် တောသား
သူ့ ကျ မ ဖမ်း ဘူး လား မြန်မာ့ ယဉ်ကျေး မှု ဘာ ညာ 🤣,no,1827,သူ့ ကျ မ ဖမ်း ဘူး လား မြန်မာ့ ယဉ်ကျေး မှု ဘာ ညာ rolling_on_the_floor_laughing
ဒီ ဘဲကြီး ခပ်တည်တည် ပဲ နော်,no,1636,ဒီ ဘဲကြီး ခပ်တည်တည် ပဲ နော်
စစ်ခွေး ဘောမ မင်းသား မင်းသမီး တွေ,po,2535,စစ်ခွေး ဘောမ မင်းသား မင်းသမီး တွေ
ဝိဇ္ဇာ ယူ ပြီး ဆရာဝန် ဖြစ် ချင် နေ တာ ကျ တို့ လည်း လိုက် မ မှီ တော့ ဘူး 🤣,no,4449,ဝိဇ္ဇာ ယူ ပြီး ဆရာဝန် ဖြစ် ချင် နေ တာ ကျ လည်း လိုက် မ မှီ တော့ ဘူး rolling_on_the_floor_laughing
မိုက် လိုက် တာ ငါ့ သား ရာ us ရော un ရော ထည့် ပြော ပါ ဟ ဒါ မှ လိုက် တာ ပြီး ရင် ဘိုးတော် လည်း သေ လိုက် ပို ကောင်း သွား ရော,ab,6149,မိုက် လိုက် တာ ငါ့ သား ရာ us ရော un ရော ထည့် ပြော ပါ ဟ ဒါ လိုက် တာ ပြီး ရင် ဘိုးတော် လည်း သေ လိုက် ပို ကောင်း သွား ရော
နောက်ဆုံး က စာသား ကို စဥ်းစား ယူ လိုက် ရ တယ်,no,1814,နောက်ဆုံး စာသား ကို စဥ်းစား ယူ လိုက် ရ တယ်
ရိုင်း လိုက် တာ သွန်သင် မှု မ ရှိ တာ ကြည့် ရင်း သိသာ နေ ရော,ab,1901,ရိုင်း လိုက် တာ သွန်သင် မှု မ ရှိ တာ ကြည့် ရင်း သိသာ နေ ရော
$ရှက်ခွဲ တာ မ လုပ် သင့် $ဟာမ က လည်း ဘာ တွေ ပြော ထား လဲ မ သိ,ab,510,$ရှက်ခွဲ တာ မ လုပ် သင့် $ဟာမ လည်း ဘာ တွေ ပြော ထား လဲ မ သိ
အရိုး ကွဲ အောင် ရိုက် ပြီး အသဲ စွဲ အောင် ချစ် ပြ တာ ကြီး က လွန် တာ ပေါ့ 😂 😂,no,6399,အရိုး ကွဲ အောင် ရိုက် ပြီး အသဲ စွဲ အောင် ချစ် ပြ တာ ကြီး လွန် တာ ပေါ့ face_with_tears_of_joy face_with_tears_of_joy
ဒီဖေ ငါ မ ဆဲ ချင် ဘူး နော် စောင်ကလေး,ab,3015,ဒီဖေ ငါ မ ဆဲ ချင် ဘူး နော် စောင်ကလေး
ကလေကလွင့်ဂယောင်ခြောက်ခြားကောင် တွေ ဒီ တစ် ခါ အမြစ် ပါ ဖြုတ် မှာ ဟ,po,4477,ကလေကလွင့်ဂယောင်ခြောက်ခြားကောင် တွေ ဒီ ခါ အမြစ် ပါ ဖြုတ် မှာ ဟ
စာချုပ် ကြောင့် ရှိ သမျှ အခွင့်ရေး ပါ ပုံအပ် ပေး လိုက် ရ တယ် ပေါ့,no,4226,စာချုပ် ကြောင့် ရှိ သမျှ အခွင့်ရေး ပါ ပုံအပ် ပေး လိုက် ရ တယ် ပေါ့
မိဘ အပေါ် လုပ် ရက် မှ တော့ တခြား သူ ဆို ပြော မ နေ နဲ့ တော့ တခြား သူ အပေါ် လည်း မ ရိုင်း သင့် ပါ ဘူး လူသား ချင်း စာနာ သင့် ပါ တယ်,no,5919,မိဘ အပေါ် လုပ် ရက် တော့ တခြား သူ ဆို ပြော မ နေ နဲ့ တော့ တခြား သူ အပေါ် လည်း မ ရိုင်း သင့် ပါ ဘူး လူသား ချင်း စာနာ သင့် ပါ တယ်
ကလေးလေး က တော် လိုက် တာ ဗျာ သူ့ အမေ ရဲ့ ညဘက်အိပ်ယာ၀င်အကွက် တွေ ဒီ လို အချိန် မှာ ချ ပြ နိုင် တာ အရမ်း ပီတိ ဖြစ် မိ ပါ တယ် 🤌,ab,1868,ကလေးလေး တော် လိုက် တာ ဗျာ သူ့ အမေ ရဲ့ ညဘက်အိပ်ယာ၀င်အကွက် တွေ ဒီ လို အချိန် မှာ ချ ပြ နိုင် တာ အရမ်း ပီတိ ဖြစ် မိ ပါ တယ် pinched_fingers
မနာလို စရာ မ လို ဘူး သူ က သူ့ ဟာ သူ ပြည့်စုံ ပြီး သား ကျွံ တောင် ထွက် တယ် 😂 😂,no,2184,မနာလို စရာ မ လို ဘူး သူ သူ့ ဟာ သူ ပြည့်စုံ ပြီး သား ကျွံ တောင် ထွက် တယ် face_with_tears_of_joy face_with_tears_of_joy
ကိုယ် ရောက် တဲ့ နေရာ ကိုယ် လက်ခံ နိုင် ရ မယ် ဆို တဲ့ စကား သိပ် မှန် တယ် မ ပြင် လည်း လှ နေ တယ် နော်,no,1012,ကိုယ် ရောက် တဲ့ နေရာ ကိုယ် လက်ခံ နိုင် ရ မယ် ဆို တဲ့ စကား သိပ် မှန် တယ် မ ပြင် လည်း လှ နေ တယ် နော်
ပြည်တွင်း ဆင်းရဲ တွင်း ကျ အောင် လုပ် တာ ဘယ် ကောင် လဲ ကျေးရွာ တွေ ပြာ ပုံ ကျ အောင် လုပ် တာ ဘယ် ကောင် လဲ ဆို တာ အရူး တွေ တောင် အကုန် သိ တယ်,po,1108,ပြည်တွင်း ဆင်းရဲ တွင်း ကျ အောင် လုပ် တာ ဘယ် ကောင် လဲ ကျေးရွာ တွေ ပြာ ပုံ ကျ အောင် လုပ် တာ ဘယ် ကောင် လဲ ဆို တာ အရူး တွေ တောင် အကုန် သိ တယ်
တကယ် ကံကောင်း နေ တာ ဘူစ် စရာ မ လို ဘဲ ကြည့် သူ များ လို့ တက် နေ တာ ထင် တယ် ။,no,4623,တကယ် ကံကောင်း နေ တာ ဘူစ် စရာ မ လို ဘဲ ကြည့် သူ လို့ တက် နေ တာ ထင် တယ် ။
ဒါ ဟာ မဲ မသမာမှု ဖြစ် မယ်,no,1263,ဒါ ဟာ မဲ မသမာမှု ဖြစ် မယ်
‌ ပါ ချင် ရင် အဲ့ ဘဘ တို့ ဦးဦး တို့ ဆီ သွား လိုက် ပါ မှာ သေချာ တယ် မလမ,ab,3190,‌ ပါ ချင် ရင် အဲ့ ဘဘ ဦးဦး ဆီ သွား လိုက် ပါ မှာ သေချာ တယ် မလမ
မိဇင် ရယ် အခြောက်မ ကြီး မှန်း သိသာ အောင် မျက်ခုံး လေး ပါ ဆွဲ ထား သေး စောင်ကမ ကျက်သရေတုံး 🤣,ab,1233,မိဇင် ရယ် အခြောက်မ ကြီး မှန်း သိသာ အောင် မျက်ခုံး လေး ပါ ဆွဲ ထား သေး စောင်ကမ ကျက်သရေတုံး rolling_on_the_floor_laughing
အသည်း ပေး တဲ့ သုတ်ကြောင်မ တွေ အတွက်,ab,6566,အသည်း ပေး တဲ့ သုတ်ကြောင်မ တွေ
နိုင်ငံခြား မှာ သာမန် လူ တောင် အဲ့ ပမာဏ က ပုံမှန် ပဲ လေ ။ ဘာ တွေ ကြွယ် ????,no,4322,နိုင်ငံခြား မှာ သာမန် လူ တောင် အဲ့ ပမာဏ ပုံမှန် ပဲ လေ ။ ဘာ တွေ ကြွယ် ????
သာကူး ချီးဒုတ် လုပ်စား နိုင်ငံရေးသမား,po,3301,သာကူး ချီးဒုတ် လုပ်စား နိုင်ငံရေးသမား
ဝိဇ္ဇာ ယူ ပြီး ဆရာဝန် ဖြစ် ချင် နေ တာ ကျ တို့ လည်း လိုက် မ မှီ တော့ ဘူး 🤣,no,4449,ဝိဇ္ဇာ ယူ ပြီး ဆရာဝန် ဖြစ် ချင် နေ တာ ကျ လည်း လိုက် မ မှီ တော့ ဘူး rolling_on_the_floor_laughing
အာဏာရူး သွား ပြီ ဆို သေ ထိ လက် မ လွှတ် ချင် တော့ တာ ပဲ 🤣 🤣,po,2452,အာဏာရူး သွား ပြီ ဆို သေ ထိ လက် မ လွှတ် ချင် တော့ တာ ပဲ rolling_on_the_floor_laughing rolling_on_the_floor_laughing
အော် မ ထင် ရ ဘူး,no,2200,အော် မ ထင် ရ ဘူး
ဆင်ခြေဖုံး ရပ်ကွက် တွေ တစ် နေ့ လုံး ပေါင်း မှ မီး ရ တာ 4 နာရီ မ ပြည့် ဘူး ။ မင်း တို့ တတ်တာဒီလောက်ပဲလား 21 ရာစု ထဲ မြို့ပြ ရဲ့ မီး ပေး ခြင်း စနစ် ကို တောင် မင်း တို့ မ ပိုင် နိုင် တာ ၊ အုပ်ချုပ် ရေး ပိုင်း ထိ အာဏာတက်လု ထား သေး တယ် ။ တစ် နေ့ တစ် နေ့ ‌ ေ-ာက်ရူးချေးပန်း စကား တွေ ‌ ပြော ၊ ထမင်း ငတ် နေ တဲ့ ‌ Ballထမ်း တွေ ကို နှစ် ပဲ ခြောက် ပြား ပေး ကိုယ့် ကိုယ် ကို နိုင်ငံတော် အစိုးရ လို့ ခေါ် ခိုင်း လို ခေါ် ခိုင်း ၊ ပြည်သူ ချင်း အိုးမဲ သုတ် ရှူးတိုက် ကိုက် ခိုင်း ၊ ကိုယ်တိုင် လည်း အနယ်နယ်အရပ်ရပ် က နေ ရ သလောက် ခိုး ၊ အပေါင်းအပါ တွေ ခိုး တာ ကို လည်း အမှုတွဲ ပါ အောင် တမင် လွှတ် ထား ။ လူသတ် ၊ မုဒိမ်းကျင့် ၊ ခိုး ဆိုး နေ တဲ့ မင်း တို့ က ဓါးပြအဆင့်တောင်မရှိတာ ကို ‌ နိုင်ငံတော် အစိုးရ လို့ လည်း ‌ အခေါ် ခံ ချင် နေ သေး တယ် ။ ဘယ်လို အောက်တန်းစား တွေ မှန်း ကို မ သိ တော့ တာ ။,po,4365,ဆင်ခြေဖုံး ရပ်ကွက် တွေ နေ့ လုံး ပေါင်း မီး ရ တာ 4 နာရီ မ ပြည့် ဘူး ။ မင်း တတ်တာဒီလောက်ပဲလား 21 ရာစု ထဲ မြို့ပြ ရဲ့ မီး ပေး ခြင်း စနစ် ကို တောင် မင်း မ ပိုင် နိုင် တာ ၊ အုပ်ချုပ် ရေး ပိုင်း ထိ အာဏာတက်လု ထား သေး တယ် ။ နေ့ နေ့ ‌ ေ-ာက်ရူးချေးပန်း စကား တွေ ‌ ပြော ၊ ထမင်း ငတ် နေ တဲ့ ‌ Ballထမ်း တွေ ကို နှစ် ပဲ ခြောက် ပြား ပေး ကိုယ့် ကိုယ် ကို နိုင်ငံတော် အစိုးရ လို့ ခေါ် ခိုင်း လို ခေါ် ခိုင်း ၊ ပြည်သူ ချင်း အိုးမဲ သုတ် ရှူးတိုက် ကိုက် ခိုင်း ၊ ကိုယ်တိုင် လည်း အနယ်နယ်အရပ်ရပ် နေ ရ သလောက် ခိုး ၊ အပေါင်းအပါ တွေ ခိုး တာ ကို လည်း အမှုတွဲ ပါ အောင် တမင် လွှတ် ထား ။ လူသတ် ၊ မုဒိမ်းကျင့် ၊ ခိုး ဆိုး နေ တဲ့ မင်း ဓါးပြအဆင့်တောင်မရှိတာ ကို ‌ နိုင်ငံတော် အစိုးရ လို့ လည်း ‌ အခေါ် ခံ ချင် နေ သေး တယ် ။ ဘယ်လို အောက်တန်းစား တွေ မှန်း ကို မ သိ တော့ တာ ။
မြန်မာ လို့ ပြော ရ အောင် မအလ က ပြည်သူ့ အာဏာ ကို သိမ်း ယူ တာ လေ ဘယ် နိုင်ငံ နဲ့ တိုက် လို့ လဲ ခု ပီတာ လည်း ပြည်သူ့ မဲ အများဆုံး ရ တဲ့ ပါတီ ဒါ ဟာ မင်း တို့ က အစိုးရ အဖြစ် မ ဖွဲ့ ခိုင်း တာ မင်း တို့ လည်း မအလ နဲ့ တစ် ပုံစံ တည်း ပါ,po,5414,မြန်မာ လို့ ပြော ရ အောင် မအလ ပြည်သူ့ အာဏာ ကို သိမ်း ယူ တာ လေ ဘယ် နိုင်ငံ နဲ့ တိုက် လို့ လဲ ခု ပီတာ လည်း ပြည်သူ့ မဲ အများဆုံး ရ တဲ့ ပါတီ ဒါ ဟာ မင်း အစိုးရ အဖြစ် မ ဖွဲ့ ခိုင်း တာ မင်း လည်း မအလ နဲ့ ပုံစံ တည်း ပါ
မြန်မာ ပြည် မှာ ပို ဆိုး တာ က ၊ ခြေဥ မှာ တစ်ခုခု ပြင် မယ် ဆိုရင် ၊ ပြင် ဖို့ ထောက်ခံမဲ ၇၅% ကျော် မှ ရ မယ် ဆို တော့ ခွေး တွေ က ၂၅ % ယူ ထား တော့ ဘယ် သောအခါ မှ မ ဖြစ် နိုင် ။,po,3112,မြန်မာ ပြည် မှာ ပို ဆိုး တာ ၊ ခြေဥ မှာ တစ်ခုခု ပြင် မယ် ဆိုရင် ၊ ပြင် ဖို့ ထောက်ခံမဲ ၇၅% ကျော် ရ မယ် ဆို တော့ ခွေး တွေ ၂၅ % ယူ ထား တော့ ဘယ် သောအခါ မ ဖြစ် နိုင် ။
အမ ရေ အဲ့လို လူမျိုး တွေ က လူ့ လောက ရဲ့ အညှီအဟောက် သာသာ တွေ ပါ များများ တင် အဲ့ဒါ မှ လူ ပို သိ မှာ,no,358,အမ ရေ အဲ့လို လူမျိုး တွေ လူ့ လောက ရဲ့ အညှီအဟောက် သာသာ တွေ ပါ များများ တင် အဲ့ဒါ လူ ပို သိ မှာ
ကုန်စုံဆိုင် တွေ မှာ ရ ပါ တယ်,no,1987,ကုန်စုံဆိုင် တွေ မှာ ရ ပါ တယ်
မမ message မှာ ပြော ပြ ထား တယ်,no,4007,မမ message မှာ ပြော ပြ ထား တယ်
ဖက်ခွက်စား မ မ လွန်ဆန် နိုင် လို့ တက် တာ ကို နားလည် ပေး လို့ ရ သေး တယ် လိလိလလ တွေ ပြော ပြီး မ ဟုတ် တာ ကို အဟုတ် လုပ် ပြော နေ တာ လောက် စောက်မြင်ကပ် တာ မ ရှိ ဘူး,ab,190,ဖက်ခွက်စား မ မ လွန်ဆန် နိုင် လို့ တက် တာ ကို နားလည် ပေး လို့ ရ သေး တယ် လိလိလလ တွေ ပြော ပြီး မ ဟုတ် တာ ကို အဟုတ် လုပ် ပြော နေ တာ လောက် စောက်မြင်ကပ် တာ မ ရှိ ဘူး
မီး က မှန် တယ် ဆို တော့ 😂 😂 😂 ခွေးစကား တွေ အရမ်း ပြော တယ် ဇဘ,ab,6537,မီး မှန် တယ် ဆို တော့ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ခွေးစကား တွေ အရမ်း ပြော တယ် ဇဘ
စောက်ရူး မ လို့ ပြော ရင် ဘဝင် က မြင့် ဦး မယ်,ab,529,စောက်ရူး မ လို့ ပြော ရင် ဘဝင် မြင့် ဦး မယ်
စောက်ရူး တွေ နဲ့ တူ တယ် ရှေး တုန်း က သစ်ပင် တွေ ကျောက်တုံး တွေ ရှိခိုး နေ တုန်း နဲ့ တူ တယ် အားကိုး ရာ ကိုးကွယ် ရာ ကယ်တင် ရှင် ရှာ နေ တုန်း ဗုဒ္ဓ ဒီ လမ်း သွား ကုသိုလ် ဒီ လမ်း သွား အကုသိုလ် စိတ် ကလေး ပြော တာ ကျင့်ကြံ ရ မှာ ကိုယ် လေ့လာ ပါ စမ်းသပ် ပါ brain lock မ ဟုတ် ဘူး နော် မိမိ သာ လျှင် ကိုးကွယ် ရာ အစစ် မ ရင့်ကျက် လို့ သာ အားကိုး ရာ ရှာ နေ တာ သိ တယ် မ ရင့်ကျက် သေး လို့,no,5480,စောက်ရူး တွေ နဲ့ တူ တယ် ရှေး တုန်း သစ်ပင် တွေ ကျောက်တုံး တွေ ရှိခိုး နေ တုန်း နဲ့ တူ တယ် အားကိုး ရာ ကိုးကွယ် ရာ ကယ်တင် ရှင် ရှာ နေ တုန်း ဗုဒ္ဓ ဒီ လမ်း သွား ကုသိုလ် ဒီ လမ်း သွား အကုသိုလ် စိတ် ကလေး ပြော တာ ကျင့်ကြံ ရ မှာ ကိုယ် လေ့လာ ပါ စမ်းသပ် ပါ brain lock မ ဟုတ် ဘူး နော် မိမိ သာ လျှင် ကိုးကွယ် ရာ အစစ် မ ရင့်ကျက် လို့ သာ အားကိုး ရာ ရှာ နေ တာ သိ တယ် မ ရင့်ကျက် သေး လို့
အငုံစိတ် တွေ ရှိ တဲ့ သူ များ ရင် တော့ ဒီမိုကရေစီ က ရ ဖို့ မ လွယ် လောက် တော့ ဘူး,po,3270,အငုံစိတ် တွေ ရှိ တဲ့ သူ ရင် တော့ ဒီမိုကရေစီ ရ ဖို့ မ လွယ် လောက် တော့ ဘူး
မိုက်ရိုင်း ချက် က တော့ စောက်ရှက် က တော့ လုံးဝ နော်,ab,742,မိုက်ရိုင်း ချက် တော့ စောက်ရှက် တော့ လုံးဝ နော်
ကောမန့် တိုင်း ဝင် မ ကြည့် ဖြစ် တာ များ ပါ တယ် ဒါပေမဲ့ ဇင်အောင် ဆို တဲ့ စောက်ကောင် နင့် ကိုယ် နင် ဘာ များ ထင် နေ လဲ စောက်ခွက် ကို က ချီးပေ နေ တဲ့ ရုပ် နဲ့ ဘာ မှ စောက်ဖြစ်မရှိ တဲ့ ကောင် က များ နင့် စောက်ခွက် နဲ့ နင့် အပြော တွေ အမြန် ပြင် ရင် ပြင် မ ပြင် ရင် အပြင် မှာ တွေ့ ရင် နင့် စောက်ခွက် တွေ ချည်း ပစ်ကန် မှာ နော် တကယ် ပြော တာ,ab,5305,ကောမန့် တိုင်း ဝင် မ ကြည့် ဖြစ် တာ ပါ တယ် ဒါပေမဲ့ ဇင်အောင် ဆို တဲ့ စောက်ကောင် နင့် ကိုယ် နင် ဘာ ထင် နေ လဲ စောက်ခွက် ကို ချီးပေ နေ တဲ့ ရုပ် နဲ့ ဘာ စောက်ဖြစ်မရှိ တဲ့ ကောင် နင့် စောက်ခွက် နဲ့ နင့် အပြော တွေ အမြန် ပြင် ရင် ပြင် မ ပြင် ရင် အပြင် မှာ တွေ့ ရင် နင့် စောက်ခွက် တွေ ချည်း ပစ်ကန် မှာ နော် တကယ် ပြော တာ
အမြဲ သတိ လေး ထား နော် ခေတ် အခါ က မ ကောင်း,no,2476,အမြဲ သတိ လေး ထား နော် ခေတ် အခါ မ ကောင်း
အန်တီ ရေ သား တို့ ကို လည်း ကယ် ပါ ဦး လို့ မြင့်မြတ် တဲ့ ဖေဖေ့ တပ်မတော် ကြီး က ရော ဘယ် မှာ တုန်း လို့ Maaloe ရဲ့ မင့် နောက် မှာ,po,1968,အန်တီ ရေ သား ကို လည်း ကယ် ပါ ဦး လို့ မြင့်မြတ် တဲ့ ဖေဖေ့ တပ်မတော် ကြီး ရော ဘယ် မှာ တုန်း လို့ Maaloe ရဲ့ မင့် နောက် မှာ
ဆဲ tတ် ချင် တာ ဒိုင် ဘဝင်ရူး ရူး နေ တဲ့ ဟာ တွေ ကို,ab,3767,ဆဲ tတ် ချင် တာ ဒိုင် ဘဝင်ရူး ရူး နေ တဲ့ ဟာ တွေ ကို
dogသား အလုံးကန်း နေ တာ အမေရိကန် ကျွန် ဆို တော့ မြန်မာ စစ်တပ် မ ကောင်း ကြောင်း ပြော ရ အောင် စစ်တပ် ဘေး မှာ နေ တာ ဘယ် ခွေးဝဲစား သူပုန် တွေ မ ကပ် ရဲ ဘူး,po,2912,dogသား အလုံးကန်း နေ တာ အမေရိကန် ကျွန် ဆို တော့ မြန်မာ စစ်တပ် မ ကောင်း ပြော ရ အောင် စစ်တပ် ဘေး မှာ နေ တာ ဘယ် ခွေးဝဲစား သူပုန် တွေ မ ကပ် ရဲ ဘူး
မျက်နှာ ကို ဖုန်း နား နည်းနည်း ကပ် ပေး ပါ ဦး စောက်ပတ် နဲ့ လှမ်း ပွတ် ချင် လို့,ab,2986,မျက်နှာ ကို ဖုန်း နား နည်းနည်း ကပ် ပေး ပါ ဦး စောက်ပတ် နဲ့ လှမ်း ပွတ် ချင် လို့
လိုရင်းတိုရှင်း နဲ့ ထိထိရောက်ရောက် စကား ပြော ပါ အားပေး နေ ပါ တယ်,no,687,လိုရင်းတိုရှင်း နဲ့ ထိထိရောက်ရောက် စကား ပြော ပါ အားပေး နေ ပါ တယ်
ငါ လည်း လူငယ် ပဲ မင်း တို့ သီချင်း တွေ စိတ် ကို မ ဝင် စား တာ ဘာအဓိပ္ပါယ်မှကိုမရှိ လို့,ab,557,ငါ လည်း လူငယ် ပဲ မင်း သီချင်း တွေ စိတ် ကို မ ဝင် စား တာ ဘာအဓိပ္ပါယ်မှကိုမရှိ လို့
သူ ပြော ချင် တာ က ခေါင်းဆောင် စိတ်ဓာတ် မ ရှိ ရင် အိပ် ပြန် လမ်း က မအလ လို ခိုးကြောင်ခိုးဝှက် ပြန် ရ မယ် တဲ့ 😁 😁 😁 😁 😁 😁,po,5391,သူ ပြော ချင် တာ ခေါင်းဆောင် စိတ်ဓာတ် မ ရှိ ရင် အိပ် ပြန် လမ်း မအလ လို ခိုးကြောင်ခိုးဝှက် ပြန် ရ မယ် တဲ့ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
မုဒိ-န်းတပ် က စစ်kw-ay က မုဒိ-န်းကောင် လို့ ခေါ် နေ တော့ ဘယ်လို ပြန် ပြော ရ မ လဲ မ သိ :3,po,5003,မုဒိ-န်းတပ် စစ်kw-ay မုဒိ-န်းကောင် လို့ ခေါ် နေ တော့ ဘယ်လို ပြန် ပြော ရ မ လဲ မ သိ :3
ကုန်စုံဆိုင် တွေ မှာ ရ ပါ တယ်,no,1987,ကုန်စုံဆိုင် တွေ မှာ ရ ပါ တယ်
ဒီ လူ ပြော တာ က တစ်ဖက်စောင်းနင်း နိုင် ပါ တယ် အမှား အမှန် ကို သေချာ သိ အောင် စုံစမ်း ပြီး မှ ပြော ပါ ဗျာ ။,no,2951,ဒီ လူ ပြော တာ တစ်ဖက်စောင်းနင်း နိုင် ပါ တယ် အမှား အမှန် ကို သေချာ သိ အောင် စုံစမ်း ပြီး ပြော ပါ ဗျာ ။
ဟို မ ရောက် ဒီ မ ရောက် နဲ့ ဘာ တွေ ပြော လို့ ပြော မှန်း မ သိ,no,6242,ဟို မ ရောက် ဒီ မ ရောက် နဲ့ ဘာ တွေ ပြော လို့ ပြော မှန်း မ သိ
ပြော လိုက် ရင် အတုံး လိုက် အတစ် လိုက် ပဲ အဲ့ တာ မ လို့ ချစ် တာ ညီမလေး ကို,no,1212,ပြော လိုက် ရင် အတုံး လိုက် အတစ် လိုက် ပဲ အဲ့ တာ မ လို့ ချစ် တာ ညီမလေး ကို
မီးလောင် ရာ လေ ပင့် နေ တဲ့ စောက်ပေါ တွေ က ဒီမိုကရေစီ လို ချင် လို့ တဲ့ အမေ ရေ လာ ကြည့် ပါ ဦး 🥲,po,1254,မီးလောင် ရာ လေ ပင့် နေ တဲ့ စောက်ပေါ တွေ ဒီမိုကရေစီ လို ချင် လို့ တဲ့ အမေ ရေ လာ ကြည့် ပါ ဦး smiling_face_with_tear
ကလေးလိုလိုdogလိုလို ရုပ် နဲ့ မအလ ကောင်,ab,972,ကလေးလိုလိုdogလိုလို ရုပ် နဲ့ မအလ ကောင်
ရေ ခမ်း တော့ ကြာ နွမ်း ရ ပြီ ပေါ့ ဗျာ,no,99,ရေ ခမ်း တော့ ကြာ နွမ်း ရ ပြီ ပေါ့ ဗျာ
ဘောမ တွေ နာ ကြ လိမ့် မယ် အမှန် ပြော ရင် 🤣,ab,6252,ဘောမ တွေ နာ ကြ လိမ့် မယ် အမှန် ပြော ရင် rolling_on_the_floor_laughing
ဆေးလိပ် ဗူး ကြီး ကောက် လျက် တော့ ဘာ အရသာ ရှိ လဲ 🙁,no,4680,ဆေးလိပ် ဗူး ကြီး ကောက် လျက် တော့ ဘာ အရသာ ရှိ လဲ slightly_frowning_face
ဖလမ က luparwa နေ တာ နော် ။,ab,3183,ဖလမ luparwa နေ တာ နော် ။
