Priority,Comp Type,Comp Name,Test,Description
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Major,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /export/home/oracle drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,VMware vCenter,Tanzu+AC0-Non+AC0-Prod,vCenter Tasks, Many failed tasks +AHs-All+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,External Web,ibanking:443,HTTP, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Solaris,dc01sczapp010207,Disk Activity, Disk ssd6 on dc01sczapp010207 is very busy
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-5+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-13+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-4+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-6+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-12+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-19+AH0-
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-hgf4p of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-hdsz6 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-nwk7w of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Sessions, Many blocked sessions on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle WebLogic,IB+AF8-UAT+AF8-fcdbMServer2:17502,WebLogic Server,Alert detected for Server availability of WebLogic Server
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-prod+AC0-tkc:6443,K8s Pods by Namespace, Memory utilization is high for pod prometheus+AC0-0 of namespace monitoring on Kubernetes Cluster flexcube+AC0-cbs+AC0-prod+AC0-tkc
Critical,Solaris,BI+AF8-DC+AF8-N1,Disk Activity, Disk ssd6 on BI+AF8-DC+AF8-N1 is very busy
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle WebLogic,IB+AF8-UAT+AF8-fcdbMServer1:17501,TCP Port Status, TCP connection could not be established to port 17501 for Oracle WebLogic IB+AF8-UAT+AF8-fcdbMServer1:17501
Major,Solaris,dc01sczapp010207,Disk Activity, Disk ssd6 on dc01sczapp010207 is very busy
Major,Solaris,dc01sczapp010207,Disk Activity, Disk ssd4 on dc01sczapp010207 is very busy
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-hdsz6 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-ws4b9 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-72896 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Critical,Oracle WebLogic,IB+AF8-UAT+AF8-fcdbMServer2:17502,TCP Port Status, TCP connection could not be established to port 17502 for Oracle WebLogic IB+AF8-UAT+AF8-fcdbMServer2:17502
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Microsoft SQL on Cloud,HRISDB+AC0-Prod:1433,SQL Missing Indexes, Many missing indexes (based on user impact) in database HRISDB on Microsoft SQL on Cloud HRISDB+AC0-Prod:1433
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle Wait Class, Other waits are taking time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,InfiniBand Switch,dc01scsw+AC0-ibb01,IB SMA Port, SMA port Port 30 in down state
Minor,InfiniBand Switch,dc01scsw+AC0-ibb01,IB SMA Port, SMA port Port 28 in down state
Minor,InfiniBand Switch,dc01scsw+AC0-ibb01,IB SMA Port, SMA port Port 20 in down state
Minor,InfiniBand Switch,dc01scsw+AC0-ibb01,IB SMA Port, SMA port Port 22 in down state
Major,Solaris,BI+AF8-DC+AF8-N1,Disk Activity, Disk ssd6 on BI+AF8-DC+AF8-N1 is very busy
Major,Solaris,BI+AF8-DC+AF8-N1,Disk Activity, Disk ssd4 on BI+AF8-DC+AF8-N1 is very busy
Critical,Oracle WebLogic,IB+AF8-UAT+AF8-fcdbMServer1:17501,WebLogic Server,Alert detected for Server availability of WebLogic Server
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Critical,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Events, Many back+AC0-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /var drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Critical,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS Application Load Balancer, Many HTTP 5XX responses on load balancer app/flexcube+AC0-loadbalancer+AC0-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube+AC0-corebanking+AC0-prd
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BIREPOPDB:1665:KBZBIREPOPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle Processes, Process corresponding to Oracle Database ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY is not running +AHs-Ora+AF8-Reco+AH0-
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-125.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-ws4b9 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-72896 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC Long Running Queries, Many long running queries for DB03 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DC:1433,SQL User Processes, Many blocked processes for user kbz+AC0-figw on Microsoft SQL CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DC:1433
Critical,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS EC2 Instance Performance, CPU utilization is high for EC2 instance +AC0-:i+AC0-07d378eca4a2a1956 in region ap+AC0-southeast+AC0-1. This instance is hosted on AWS Cloud flexcube+AC0-corebanking+AC0-prd
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,KBZT,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud KBZT
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud apiring+AC0-aws+AC0-prd
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,AWS Cloud,cbs+AC0-reporting+AC0-prd,AWS EC2 Instance Uptime, The AWS instance ap+AC0-southeast+AC0-1/cbs+AC0-reporting+AC0-prd+AC0-NewApp+AC0-02+AF8-ZA:i+AC0-09391bae68951b333 has been restarted. This instance is running on AWS Cloud cbs+AC0-reporting+AC0-prd
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr,Oracle SGA, Buffer cache hit ratio is low on Oracle Database eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNG+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNB+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNA+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTND+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNC+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNE+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNF+AH0-
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle Instance Status, Oracle Database instance ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY is down
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNH+AH0-
Minor,Oracle Database on Cloud,APIRDB:1580,Oracle DataFiles, Write rate to datafile o1+AF8-mf+AF8-apidat+AF8-d+AF8-mpor1fpt+AF8-.dbf is high on Oracle Database on Cloud APIRDB:1580
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-6+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-12+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-4+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-19+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-5+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-120.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-106.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v5k4x of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR,I/O Waits, High CPU utilization when waiting for I/O on eG+AF8-Backend+AF8-DB+AF8-DR
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-prod+AC0-tkc:6443,K8s Pods by Namespace, Memory utilization is high for pod prometheus+AC0-0 of namespace monitoring on Kubernetes Cluster flexcube+AC0-cbs+AC0-prod+AC0-tkc
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-262.dbf is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-24+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-8+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Major,AWS Cloud,KBZT,AWS VPC VPN, AWS VPN tunnel Huawei+AC0-VPN+AC0-KBZ+AC0-UAT+AC0-VPC:vpn+AC0-093fb37d16116b2dd is down in region ap+AC0-southeast+AC0-1 of AWS Cloud KBZT
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,External Web,ibanking:443,HTTP, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle User Connections, Many blocked connections for user egurkha on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-DefaultAppPool+AFw-Summary+AH0-
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-DefaultAppPool+AFw-w3wp+ACM-11+AH0-
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-131.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-130.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-133.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-124.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-127.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-121.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-132.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-128.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-107.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
