original_index,text,label
6516,ဘော ရူး လောက်,ab
6703,မအလ,po
2186,ဆုံးမ မယ့် သူ မ ရှိ ကြောက် ရ မယ့် သူ မ ရှိ စည်းစိမ် ချမ်းသာ ရုပ်ရည် ရူပါ မာန် တွေ တက် မိဘ ကို မိဘ မှန်း မ သိ အောင် ဖြစ် ချင် တိုင်း ဖြစ် ကုန် ရော သင်ခန်းစာ ယူ တတ် ပါ စေ,no
6301,စစ်ဘောမ အောက်တန်းစား,po
6281,ဒီ လို အသိတရား ကြောင့် ဘမော ဘဝ ရောက် နေ တာ မ ဆန်း ပါ ဘူး ။,no
3264,စောက်ခွက် ပေါက် ခွဲ,ab
6102,ပုံ တစ် ပုံ က အသက် နော် 🤣 🤣,no
4078,စစ်ခွေးအ ငပိန်း ငပိန်း မ,po
1644,ဝရမ်းပြေး ပဲ ပျက်စီး လုပ် ဆောက်ပိန်း,po
6721,$ကြီး$ကျယ် Lee ပဲ $ကြီး$ကျယ် ပဲ လုပ် $ကြီး$ကျယ် lee တောင် မ,ab
630,စောက်မီး ဆော် စပစား မ အကုသိုလ်တော်တော်ပေး,ab
4849,တော်လှန် ရေး နဲ့ မင်း မိသားစု တခြားစီ,no
5593,ကလေး ကလေး မ တုတ် သေချင်,ab
894,အဲ့ တာ ဆို ကလေး က ကလေး နေရာ နေ ပေါ့ ၏ ဝင် တား လေ ဝင် မ တား တဲ့ အပြင် တုတ် ယူ ပေး တာ ကလေး တဲ့ လား ပြီး တော့ တစ်ဖက်သူ ကို ပြောင်ပြ နေ တာ ကာကွယ် တာ လား လူကြီး ဖြစ် ပြီး တည်တည်တံ့တံ့ လူကြီး စကား ပြော ။,no
1699,ရယ် စရာ မ လုပ် မ ပြော ဘူး ဆိုရင် ဘယ် ရယ် နိုင် ကြ တော့ မှာ လဲ လေ ရယ် စရာ ဖြစ် လို့ ရယ် နေ ကြ တာ လည်း ဖြစ် ချင် ဖြစ် နေ မှာ ပေါ့,no
6042,အဲ့ ဆိုင် က တော့ တစ် ခု ဝယ် ဖူး တယ် နောက် ဘယ်တော့မှ မ လှည့် တော့ တဲ့ ဆိုင် ပဲ customer မှာ အထင်သေး လွန်း လို့,no
3804,မ စွကြီးစွကျယ်,ab
4704,ကြား လိုက် တယ် ကား ဘီး ပေါက် တာ လား ပေါ့,no
338,လောက် ရိုက်ပစ်,ab
3706,စောက်တောသား ပဲ ငါနဲ့ကိုင်တုပ်မှာပဲ မအေဠိုး,ab
4764,စောက်မီး ပဲ ဖျက် မ မ စောက်ဒေါသထွက် စောက်ခွေး စောက်အကြောင်းပြချက် ပဲ,ab
5531,သေ မ,po
3988,Sခွက် ရွံ,ab
1321,ခွေးစစ်တပ်,po
5465,ဘယ် ဆိုင် မှ မ ယူ ပါ ဘူး အဲ့ လောက် ထိ,no
4819,လီး ပဲ,ab
1280,သွား စား ကြည့် မ လို့ လုပ် နေ တာ 🥲,no
96,ငါ လည်း ဖြစ် ဖူး တယ် ဆိုင် က ညှပ် ပေး လိုက် တာ ဆံမြိတ် က တော်တော် တို သွား တာ ငို ချင် စိတ် ပေါက် သွား တယ် 🥺,no
4506,ငါလိုးသား လိ,po
2953,မအလ တောင်,po
6806,နေ့လည် လူနာ ပါး တုန်း လေး အိပ် မ လို့ ပါ ဆို 😬,no
3439,ပညာရေး ဝန်ကြီး မ လာ ခင် နှစ် ရက် တည်း က လုပ် လိုက် ရ တဲ့ သန့်ရှင်း ရေး 🤣🤣🤣🤣🤣🤣,no
1152,ငါလိုးမသား,ab
3,tayခါနီး Sခွက် မသပ,ab
2368,MTV ရိုက် တာ လား မ သိ လို့ မေး တာ နော်,no
5206,သောက်ပို တွေ ပါ ကွာ ကာယ အချိန် က ငါ တို့ မှာ မြတ် နှုတ် နေ တုန်း 🥲,no
3369,လီး စောက်ပူ,ab
5952,စစ်ခွေး ပဲ,po
1726,လင်တရူးမ တုတ်ထိုးမ ဒုတ်ကြောင်မ တဏှာရူးမ နှာဘူးမ,ab
2837,လီး ပဲ ဆဲ,ab
5965,မင်းမေစပ kmkl,ab
499,ငါလိုးမသား မ,ab
460,မ စောက်ခွက်,ab
4918,$ခွက်,ab
6702,သူ ပဲ စိတ် မြန် တာ လား အမ က ရော ဒေါသ မ ထွက် တတ် ဘူး ထင် နေ လား မ သိ ဘူး,no
4608,မ ပြော တာ ကောင်း ပါ တယ်,no
3415,မအလ သုတ်ပိုးတွေခေါင်းမှာပြည့်,po
5540,အဲ တာ တွေ ကျ တော့ ဆင်ဆာ မ ဖျက် တတ် တာ လား 😠😠😠,no
3016,မီးလောင်တိုက်သွင်း ကိုမေကိုလိုး မ,po
2224,ကောင်မ $စိတောင် လိ့,ab
2563,ချေး ဝင်ငံ,po
6064,မင်း တို့ လေး တွေ ချော ကြ ပါ တယ် အစားအသောက် နဲ့ ကိုယ့် အလှ ကို လှ သထက် လှ အောင် နေ စေ ချင် ပါ တယ် အစားအသောက် နဲ့ အလှ တွေ ကိုယ်လုံး တွေ ကျန်းမာရေး တွေ ကို မ ပျက်စီး စေ ချင် ပါ ဘူး,no
1192,ဖာသယ်မ ခွေး ကောင်မ,ab
314,မ တောင် မ မ မ သတ် ခံ တောင်,po
3481,အပို တွေ ပါ ဟယ် ငါ တို့ တုန်း က ကာယ ချိန် မြက် ချည်း နှုတ် ခိုင်း တယ် ကျောင်း စောင့် ဦး လေး ကြီး က ကျ အိပ် နေ ပြီး 😀 😝😝😝😝😝,no
1565,စောက်တပ် စောက်အာဏာ ပဲ မ လုပ် စောက်ဦးနှောက်မဲ့ မ ယုတ်မာ ရိုင်းစိုင်း မ ပိန်းပိန်း,po
1548,ရူး ပဲ မ ကလေး နလဘိန်းတုန်း ပဲ,po
4669,ဘာ တွေ လဲ မ သိ တော့ ဘူး ရှက် လို့ ကြည့် ရ တာ,no
3634,ဘာ သီချင်း လဲ ညီမ တောင် မျက်စိ မှား နေ တာ လား လို့ နိုင်ငံခြား က လား လို့ ပါ ကိုယ့် မျက်စိ ကိုယ် မ ယုံ နိုင် ဘူး နား ထဲ မှာ ဗန် ဗန် ပဲ ကြား တယ် ညီမ တောင် လန့် သွား တာ ပဲ,no
2258,အောက်တန်းစား အကောင် လူကမွေးပြီးမကောင်းဆိုးဝါးစိတ်၀င်နေတာ လူချင်းကိုက်,ab
5254,အေး လေ တူ တာ နဲ့ တူ တာ မှ အဆင်ပြေ ကြ တာ,no
1194,ပန်ကာ တွေ မ ဖွင့် ထား ဘူး ရော မီး ပျက် နေ တာ လား 🥲,no
210,စိတ် တွေ တောင် ဆင်းရဲ တယ် popular ဖြစ် အောင် အဲ့ လောက် ပဲ ရိုက် စရာ ရှား လား 😑,no
779,ဒီ လို မ ကောင်း တဲ့ ဟာ တွေ အမြန် အရေးယူ ကြ ပါ,no
79,ဘရို အင်္ကျီ ကြိုက် တယ် 😕,no
3358,နီပိတ် ပဲ,po
2751,ကြည့် လေ စိတ်ညစ် စရာ ကြီး ကို အရမ်း မှန် တယ် ထင် နေ ကြ တာ လား,no
1329,အာဏာရူး မ,po
4148,မ လုပ် ပဲ အာဏာရူး,po
1051,ဖက်ခွက်စား,ab
3484,ရွံ ခြံခုန်နွား ပဲ နွား မ ခြံခုန်နွား စောက်ချီးစား,ab
695,ဖင်ချ,ab
960,ချ စောက်သိက္ခာ အသုံးမကျ ပဲ မအလ ငရဲမြန်မြန်သွား ပဲ,po
5728,သူမ တောင် ထား မ သွား ဘူး ဆို တာ ယုံ ခဲ့ ပြီး ပြီ ပဲ,no
1744,ဒလန် လုပ် သတ် သတ် သတ် သတ် စောက်လုံးကန်း,po
6071,သေ အကျိုး မ ခွေး မ ပေါင်းလုပ်ပေါင်းစား,po
3737,မ မ စခ မ,po
43,မန်နေဂျာ လား တော့ မ သိ အဲ့ တစ် ယောက် က တော်တော် ရုပ်ပေါက် တာ အိုး ထဲ ကို ညှပ် နဲ့ ရှယ် မွှေ ပန်းကန် ထဲ က အသားစ က အစ ထည့် ချိန် တာ 😅 သွေးဂုံး လို အခွံ မာ က အစ မ ချန် ဘူး,no
3522,ရူး စခ,po
5622,ချီးထက်ရွံ,po
436,လူလိုနားမလည်တဲ့ခွေး,ab
1161,မ လုပ် ဘဲ ဘယ်သူ မှ တမင် လိမ် မ ပြော ဘူး တရားစွဲ ခံ ရ မှာ ပေါ့ ဟ,no
2707,စာဖတ် ရင်း မျက်ရည် ကျ နေ ရင်း က ဘောင်းဘီ ကြီး နဲ့ ပုံ က အဆင်မပြေ ဘူး 🤒🥴,no
4825,အောကား ရိုက်,ab
5897,ကလိမ်ကကျစ်ကျ စပ တောင် မ,ab
4962,ချီးထုပ်,po
1285,ဗုံးပေါက်ပါစေ မ ယွ အသက်ကြီးပြီးအချိန်မစီး,ab
602,မင်း ငယ် သေး လို့ ဘာသာတရား အကြောင်း ကောင်းကောင်း နားမလည် မ သိ သေး ရှာ လို့ ပြော နေ တာ ပါ လို့ ဆို တဲ့ စိတ် နဲ့ ပဲ နားထောင် ပေး ပါ တယ် ကွယ်,no
761,ကဲကဲ ကျောင်း ပြီး ရင် အပြင် သင်တန်း ဖိုး တွေ နိုင်ငံခြား ထွက် ရ မယ့် ဖိုး ပါ ပြင် ထား ဦး,no
5661,ကျဥ ကျဥ,ab
4744,ခွေးမသား ခွေးဝဲစား မှန်း မ ခွေး မှန်း မ,po
4905,မ ဟိုအတန်း ပဲ,ab
5761,§ဒိုင် §ပို လုပ် ဖြတ် ရိုင်း $ဒိုင်,ab
6733,မအလ ဟာမ ဟာမ,po
6013,ဘောငုံ မ ပဲ ပေါကြောင်ကြောင် သီချင်းဆိုတာkeyမဝင်,po
1886,တောင်ကြီး သူ မှတ် လို့ တော် သေး တာ 😂 😂 😂 😂,no
6510,စောက်ရှက် မ,ab
2278,မ စောက်ချိုး ချိုး ဘောမ ပဲ,po
6609,ဆဲ ပဲ ဘောပဲမ အဘဘောလေးပဲငုံ,po
861,လူငယ် တွေ နော် လုပ် ရင် မ ဖြစ် တာ မ ရှိ ဘူး,no
2400,မ ပဲ ဖင်လုံးကြီး ရိုက် စော်ကား ပဲ အကုန်ချွတ် ပဲ ရိုက်,ab
1114,စား တော့ ဘူး အချစ် တွေ ပဲ စား တော့ မယ်,no
1569,မ မှန်း သိသာ စစ်ဘောမ,po
2600,မင်းဆိုးမင်းညစ်,po
4570,ထွက် ရှိ သော ပြည်တွင်း ထုတ်ကုန် များ ကို အချိန်မရွေး နေရာ မ ရွေး ဝယ် နိုင် အောင် စီစဉ် ပေး နိုင် အောင် လုပ် ပါ,no
5590,မအေလိုး အရူး,ab
4024,လုပ် မအေဘေး ဘောထပ်မ,po
1329,အာဏာရူး မ,po
598,နန်းပလ္လင်ဖွတ်တက် ခံ စောက်ရှက်မဲ့ လုပ် မျက်နှာပြောင်တိုက်,po
3977,ဘာ မှ မ ကြား မိ လို့ ပြော ပြ ပါ ဦး,no
2828,သေ ကျက်သရေယုတ်,po
3028,စောင့်ကျင့်ယုတ် ပဲ,ab
3081,ဖြတ် လုပ် သောက်ကျိုးနဲ ယုတ်ညံ့ မ,ab
4729,ဖွီ ရွံ ပဲ မ ခသတစ ဆိတ်တပ်,po
3292,နွား နွား မ ပဲ ပဲ စောက်ရူး စောက်ပေါ မအလ စောက်ရူး ပဲ,po
2539,မအလ နဖူးတေ့ရှင်းလိုက် ဂိန် ဂိန်,po
2738,ဟုတ် တယ် နော် သူ လည်း ပြန်လည် ကြိုးစား ပြီး အောင်မြင် နေ မှ ထ ဖော် တာ,no
6190,ဟိုအထီးနဲ့အမကဘာစတိုင်နေနေတာလဲ,ab
5640,မြန်မာ နိုင်ငံ လည်း တစ် နေ့ တစ် မျိုး ပဲ နော်,no
152,ပဒတ် ပဒတ် သေ မ ပဲ ပစ်သတ် ကူလီကူမာ မ မ,po
3724,အေလိုး ဂဏန်း,po
5549,ဘာ တစ် ခု မှ ရေရေရာရာ မ ရှိ တဲ့ သီချင်း,no
911,စောက်ပေါ အောက်တန်းစား,po
1205,ကျက်သရေအခါခါတုံး စောက်ရှက် မ,ab
3664,မရဏ ကုန်သည်,no
5971,မျက်နှာပြောင် တယ် နော် ... ငါ စား နေ ရ တာ မြင် ရင် ဘယ်လို များ နေ မလဲ မ သိ ဘူး 😂,no
574,ရှေ့ကိုမပုတ်တာ,ab
960,ချ စောက်သိက္ခာ အသုံးမကျ ပဲ မအလ ငရဲမြန်မြန်သွား ပဲ,po
3156,ပထွေး ဖင်အရမ်းယား,ab
3721,ဖေxိုးမ ဘုတ်ဘုတ် ပဲ,ab
6736,ဖော်လော်မော်,po
5878,နီပိန်း မ,po
1869,စစ်တပ် က ချုပ်ကိုင် နေ သရွေ့ ဘယ်တော့မှ အမှန် နဲ့ အနိုင် ဆို တာ မ ရှိ ဘူး,no
4105,အရူးတပ်,po
3897,သေခါနီး မအလ ဘောမ သတ် မ သေခါနီး စောက်ရေးကြီး မ,po
1821,စောက်ပြစ် လုပ် လောက် မ တောင် ခံ ပဲ အခြောက်မ ခံ စောက်ရှက် လုပ်,ab
5331,မ ခွေးတပ်,po
1359,ပဲ သောက်ရူး,ab
6728,သက်ရှိ ဘုရား ဆို တာ အမှန် ရှိ ပါ တယ် ကိုယ် ရဲ့ ကျေးဇူး ရှင် မွေး မိခင် နဲ့ ကျွေး ဖခင် က ဘုရား အစစ် တွေ ပါ,no
1668,မ ဖင်ခံ,po
3694,တောင်ကြီး သူ တွေ ဂုဏ်ယူ စရာ 🤣 🤣 တဖြည်းဖြည်း နဲ့ ခေတ်မီ လာ တာ လား 🤔 🤔 အနုပညာ ဒီ ထက် မ က သော အနုပညာ တွေ .. 🤣 😏 😏,no
6147,လောက် ထည့် ဖင်ယား,po
218,လ သောက်ဆန်းကြီး မ စောက်ရှက် မ မ မ ပဲ ငါလူးမ,po
895,စောက်ခွက်ကန်,ab
4568,ကျက်သရေတုံး ကောင်မ,ab
5013,သတ် မသေရဲတော့ဘူးလား,po
4081,ဘောမ ပဲ ဘောအို,ab
3644,ပဒက် ခံ,po
1978,ကလေးလားခွေးလား,ab
2284,စစ်ခွေး မအေလိုး ပဲ လူလိုမသိ,po
808,ဘယ်လို တောင် လား အမြင် ကပ် လို့ ပါ ဆို 🥴,no
1747,သောက်ကောင် ဘောမ,po
239,အဲ့ဒါ ပြော ပြ ချင် နေ တာ ကိုယ် နဲ့ မ ဆိုင် ပါ ဘူး လေ ဆို ပြီး စကားလုံး တွေ မြိုချ နေ ရ တယ်,no
5247,မနည်း ဘာသာပြန် ယူ ရ တယ် 😆 😆 😆,no
6457,ပဲ စောက်ရူး,po
1921,မ ကလေး မုဒိမ်းကျင့် that ပစ် ပဲ မုဒိမ်းကျင့် ဓားပြတိုက် ခိုးဆိုးလုနှိုက် ပေါက်လွတ်ပဲစား ဖျာသယ်မသား အနိုင်ကျင့်,po
3882,မ မ ‌‌ေ သေချင်းဆိုး ကာလနာ,ab
6259,သေ သေ လီး ပဲ,ab
4619,စောက်ခွက် မ စောက်စိတ်ဓာတ် အခြောက်ဆန်,ab
6479,လဥ လုပ်,ab
4763,ခွေးရူး ခွေးမိုက် ခွေးဘီလူး မ,po
4063,Sတတ်ကြီး,ab
2966,မအလ ဆဲ,po
3197,လောက် စပ ပဲ,ab
5954,ဖျင်ယိုး ဖျင်ခံ,ab
1668,မ ဖင်ခံ,po
3848,စား ချင် လိုက် တာ ရှယ် ပဲ 😜 😜,no
6593,စခ ပဲ,po
891,သတ် ချ ယုတ်မာ မအလ,po
4824,လီး ပဲ,ab
2261,စပ,ab
1414,ခွေးမသား,po
6772,စက်ပတ် လီးလီးလားလား,ab
2461,ဆန်း တိုင်း မ ကောင်း ပါ ဘူး sex ကို အသား ပေး ထား တော့ မြန်မာ မိသားစု အများစု အမြင် မ သင့် ပါ ဘူး ငွေ ရ ရင် ပြီး ရော မ လုပ် ကြ ပါ နဲ့ ယဥ်ကျေး မှု ထိန်းသိမ်း ကြ ပါ ကြာ ရင် လူ တွေ တိရိစ္ဆာန် နဲ့ မ ခြား ဖြစ် ကုန် မှာ စိုး ရ တယ်,no
5544,$ခေါင်း လ မ ပဲ မ ကောင်မ,po
6358,နင် လည်း သေ မယ့် နှစ် မှ စစ် ထဲ ဝင် သလို ပါ့ 😂 😂,no
4078,စစ်ခွေးအ ငပိန်း ငပိန်း မ,po
2913,စောက်မှတ် မ,ab
2293,တောင်ကြီး သား တွေ လွင့် နေ တာ ဟ,no
4506,ငါလိုးသား လိ,po
4869,လုပ် လုပ် မဲဖောက်ကံစမ်း,po
3996,ငါ တို့ က မိဘ လုပ်စာ ထိုင် စား နေ တာ ဟေ့,no
4623,တကယ် ကံကောင်း နေ တာ ဘူစ် စရာ မ လို ဘဲ ကြည့် သူ များ လို့ တက် နေ တာ ထင် တယ် ။,no
577,ကျပ်မပြည့် မ ခေါင်းထဲဘောသုတ်ဝင်နေ ကမ ဖျင်အရှည်ကြီးခံ,po
5574,စည်းကမ်း ဖောက် တာ ၂ ယောက် ရှိ တယ် ပြော ပြီး ၁ ယောက် တည်း ထုတ် တယ် နော် 😁 😁,no
222,တာဝါတိုင်တွေချိုး ငပိန်း,po
1846,ဖာခံ ဒစ် စုပ် အမှုတ် အစုပ် လုပ်,po
82,ပဲ လူပါးဝ,po
6186,တစ် ဘက် က ပဲ ပြော နေ တာ လေ ၂ ဘက် ကြား ရ မှ ယုံ မယ်,no
1633,စပ,ab
3754,ခွေးမျိုး,po
2328,စက်သုံးဆီ အတွက် မ ပူ ကြ နဲ့ ကြက်ဆူ စီမံကိန်း ရေးဆွဲ နေ ပါ တယ် လို့ အဲဒါ လာ ပြော တာ,no
3018,၇ နာရီ ၄၅ မိနစ် အသံ ကျယ် တယ် တစ် လုံး ပဲ ကွဲ တယ်,no
979,မယားငယ်သွေး ပါ ကြ တယ် လေ မယားငယ် ဘက် က ကာကွယ် ပြော နေ တာ မယားကြီး ကို တောင် အပြစ် ပြော တဲ့ သူ တွေ အများကြီး,no
2075,ကြည့် လို့ ကောင်း ပါ တယ် ဘာ လို့ လဲ,no
4411,ကမ္ဘာ မှာ အာဏာရှင် တွေ ရှိ နေ သမျှ ကာလ ပတ် လုံး ပြည်သူ တွေ လိုလား တဲ့ ဒီမိုကရေစီ ဆို တာ မ ရရှိ နိုင် ဘူး ။ အာဏာရှင် တွေ က နိုင်ငံ အချင်းချင်း ပူးပေါင်း ပြီး သူ တို့ တွေ ရဲ့ အာဏာ တည်မြဲ ရေး ကို အချင်းချင်း ကာကွယ် ပေး ကြ တယ် ။ နိုင်ငံ တွေ ရဲ့ ပြည်သူ အချင်းချင်း ‌ တွေ ကော ဘာ လုပ် ကြ မ လဲ ???? ဘာ လုပ် သင့် ပြီ လဲ ????,no
2406,သဘော က တော့ မ ယူ ချင် ဘဲ ယူ ခဲ့ ရ တယ် ပေါ့ ရှောင်တိမ်း တတ် သူ ကြီး ပေါ့ 🤣,no
4153,ရိုက်,ab
760,စစ်အာဏာရူး မ သိသာ လုပ် ပဲ,po
6506,မြန်မာ့ ယဉ်ကျေး မှု နဲ့ ကန့်လန့် ကြီး မိသားစု တွေ ရှိ တဲ့ အချိန် မ ဖွင့် သင့် တဲ့ သီချင်း လေး ပါ,no
5042,မ မအလ,po
3602,ကြူကြူလှ ခွေး သွေးကြွေး,ab
4602,ဘယ် တုန်း က စစ် ထဲ ရောက် သွား တာ တုန်း ညီမလေး,no
482,သူများ နိုင်ငံ မှာ က ဗုဒ္ဓ ဘာသာ မ ဟုတ် ဘူး လေ မြန်မာ ပြည် မှာ က ယုံကြည် ထား ရ တဲ့ သာသနာ လေ အဲ့လို တွေ ရိုက် လို့ မ ရ ပါ ဘူး သာသနာ ဖျက် တာ ပဲ လေ တခြား နိုင်ငံ တွေ က အယူဆ လွဲမှား နေ လို့ အဲဒါ လူ တွေ က အတူ ယူ မှား နေ ကြ တာ နာမည်ကျော် ကြား ပြီး ပိုက်ဆံ အဆင်ပြေ ရင် ရ ပြီ ဆို တဲ့ အတွေး တစ် ခု တည်း နဲ့ ရှေ့ဆက် မ ရ ပါ ဘူး ဗုဒ္ဓ ယုံကြည် ကိုးကွယ် နေ တဲ့ သာသနာ ဖြစ် နေ လို့ မ သင့်တော် ပါ ဘူး,no
3855,မ ဖလမ မ ဖလမ $ဦးနှောက် ပဲ,po
6235,⚽️မ ⚽️မ မ သေကျေ ပျက်စီး ခံ ဖင် 🐕‍🦺,po
4440,လိ့ မ မ ခံ လောက် မ ဖလမ ဖျင်ခံ,po
2771,စလွယ်သူခိုး ဓားပြ,po
4203,မ ဖျက် $ပါးကဝ,ab
6445,မ လူရုပ်မာ,ab
4254,ကောင်မ ဆံပင်ဆွဲ ပါးနားပိတ်ရိုက် မ လောက်,ab
3296,ပဲ မ ဒီမင်းဒီစိုးဒီသူခိုး ပဲ ပေါက်,po
4915,စောက်ရူး စောက်လေပေါ,po
3627,ဟန်ဆောင် ကောင်း လိုက် တာ ကြောက် စရာ ကြီး,no
5173,စခ,po
337,Sကောင်မ ကျက်သတုံး မ တန်ဖိုးမရှိတဲ့ဟာ မ ဆန်ကုန်မြေလေး မ,ab
2735,မ မယားငယ် လုပ် ဖင်ခံ တောင် လုပ်,ab
6231,ဟာမ မ,ab
1732,ကိုယ် လည်း မ ရောက် ဖူး တော့ သူ တို့ ပြော သမျှ မျက်စိ သူငယ် နား သူငယ် နဲ့ ကိုယ့် ph နဲ့ ကိုယ် ကြည့် ပြီး အကုသိုလ် များ နေ ရ တာ ခု ချစ်မ ရှင်းပြ မှ ရီ ရ တော့ တယ်,no
50,မ ငါးစိမ်းသည် ရန်တွေ့ လုပ် ဂြိုဟ်သား,po
6021,အစ်ကို ရေ ဝတ် ထား တဲ့ အင်္ကျီ ကို တော့ ကြိုက် တယ် ဗျာ,no
3840,ဒီ တစ် ခါ အဲ့ ဆီ သွား စား မ လို့ ချိန် နေ တာ 😑,no
1408,ကမကလ တောင် ဆဲ မ မ ကလိမ်ကျ စွရှက် မ,po
3850,မအလ,po
3599,ဘာ လို့ အခု မီး ပျက် နေ တာ လဲ ပြော စမ်း,no
2371,ဖာ စောက်လုပ် ပဲ,ab
2250,နောက် တစ် ယောက် ပေါ် လာ ပြန် ပြီ လား ပထမ တစ် ခါ တုန်း က တ‌စ် ယောက် လည်း အဲ့လို ပဲ လူ တွေ ပျောက် လို့ လိုက် ရှာ မှ အလိမ် ပေါ် တာ လေ အခု လည်း ထပ် ပြီး ပေါ် လာ ပြန် ပြီ,no
3910,သောက်ရူး သတ် ပဲ,po
2531,nlm,ab
5852,သတ်,ab
958,အောက်တန်းကျ,ab
4419,ဖာသယ်မ ဖာသယ်မသား,po
5392,စောက်ကြောတင်း အခွက်,ab
2418,ခွေးအိုကြီး,ab
957,ငါ ဖြင့် သူ့ ကို ချစ် လိုက် ရ တာ ဟယ် အရမ်း တော် တယ် နော် ဟန်ဆောင် အတော် ကောင်း တာ ပါ လား အစ်မ ရယ် လူ တွေ ကို ချစ် တတ် တယ် လို့ ထင် ထား တာ ပါ,no
1843,ပဲ ဘောမ မ,po
2358,ပျက်စီး စိတ်ပျက် ဖင် ရိုက် ဖာ,ab
2413,မ mmll kmkl,ab
5857,ကလေး မ ကလေး Sခွက်ပြောင် ဖင်ယား မ မှန်း သိသာ,ab
3204,မအလ စောင်ရှက်,po
6167,နောက် လ မွေးနေ့ ရှိ လို့ ပုံ ရိုက် ဖို့ ရှိ တယ် ပြော တော့ ဘေး က ရိုက် ရင် လှ တယ် ရှေ့ က ရိုက် မှ မ လှ မှာ ဆို ပဲ 🥲 ကောင်း လိုက် တဲ့ service,no
4846,လိုး မ,ab
6153,မ နိုင်ငံရေးသမား လုပ် စောက်တစ်လွဲ,po
6702,သူ ပဲ စိတ် မြန် တာ လား အမ က ရော ဒေါသ မ ထွက် တတ် ဘူး ထင် နေ လား မ သိ ဘူး,no
119,တင်ဆက် တဲ့ အကို ကြီး ချော တယ် နော်,no
6069,မ တောင် xင်ဝင်ယား ကလေး,ab
2010,သေချာ ပါ တယ် စာ တွေ အရ တတိယ မြောက် ပေါ် လာ ဦး မှာ 🤣 🤣,no
716,မ စစ်ခွေး,po
3327,တကယ် လည်း လွင့် ပါ တယ်,no
1975,အစ်မ က ခံ ရ တဲ့ လူ သာ ဆို ဘယ်လို နေ မ လဲ,no
4866,ခွေး,po
5005,ကျက်သရေယုတ်,ab
2310,စပတ် ပဲ,ab
2456,မအလ,po
4775,ဘာ မ ဟုတ် တာ အော် အေး ပါ ကြည့် မိ တဲ့ ငါ ပဲ မှား တာ ပါ,no
4085,နွား,po
293,ဒါ ကို အနုပညာ လို့ ပြော ဦး မ လား 😂 😂 😎,no
3006,Cardi B ကြိုက် လို့ လား မ သိ ဘူး ဒီ သီချင်း ကို ငါ တော့ တော်တော် ကြိုက် 😁,no
312,လိ စောင်တလွဲ စောက်တပ်,po
5544,$ခေါင်း လ မ ပဲ မ ကောင်မ,po
3537,ငနီအစိုးရ မ မုဒိမ်း လူသတ် လုပ်,po
2207,မင်းမေစောက်ဖုတ်,po
4262,ခွေး သတ် လုပ်,po
1129,သူများ မယား ရှိ တာ သိ လျက် နဲ့ ဘယ်လို မိန်းမ တွေ လဲ,no
4208,သေ လောက်,ab
3674,ဘောမ လုပ် ဘောမ ပဲ,ab
2288,နင် တို့ ပဲ အဆင်မပြေ ကြ ငါ တို့ ကျ အိမ် ကို စိန် စီ ထား တာ လေ 🌚,no
4698,လောက် ပဲ ပဲ မအလ လက်ကိုင်တုတ်,po
1827,သူ့ ကျ မ ဖမ်း ဘူး လား မြန်မာ့ ယဉ်ကျေး မှု ဘာ ညာ 🤣,no
5045,စောက်ဖြစ်မရှိ,po
4528,လွဲ နေ တာ မ ကြောက် တတ် မ ငို တတ် တဲ့ ကလေး က ငယ် ကတည်းက မ ကြောက် ဘူး မ ငို ဘူး,no
2319,မ ခေါ ပဲ ကျက်သရေမရှိ,ab
3533,မ xာဆန်,ab
5137,18+ သီချင်း တွေ အတွက် သီးသန့် artist ရှိ သင့် တယ် လို့ ထင် မြင် ယူဆ မိ ပါ တယ်,no
5132,ငါပါးလာရိုက်ရမလား,ab
5947,မအေလိုး,ab
5490,မအလ မ ချ မ,po
6798,ချ ဆဲ မ,ab
6140,ဟုတ် ပါ တယ် နားဝင်ချို အောင် သာ ပြော သွား တာ အမှန် တော့ အတူတူ ပဲ အများကြီး တော့ ကိုယ် လည်း သူ တို့ နိုင်ငံ ရေး သိပ် တော့ မ လေ့လာ ဖြစ် ဘူး ဝန်ကြီးချူပ် အသစ် လေး ချော တာ ပဲ သိ တယ် 😁,no
6709,မိုက်ရိုင်း သူတောင်းစား,ab
5626,ထိုင်း ရောက် မြန်မာ နိုင်ငံသား တွေ ဆူပူ မှု ဖြစ် ရင် ဝင်မယောင် မိ စေ နဲ့ ကိုယ့် အလုပ် ကိုယ် လုပ် 😆,no
2419,သုတ်ပိုးနားထင်ရောက် ပဲ,ab
4842,ငါ လည်း ၈  နာမည် နဲ့ ၁ ရက် တည်း ရေး ပြီး သီချင်း ဆို တော့ မယ် အားပေး ကြ ဦး 🤣,no
2839,ပဲ ပဲ ခွေးမျိုး လုပ်,po
4680,ဆေးလိပ် ဗူး ကြီး ကောက် လျက် တော့ ဘာ အရသာ ရှိ လဲ 🙁,no
3967,လုပ် မ လုပ်စား ပုပ်လို့ပေါ်,po
6249,$shat,ab
3948,Sry ပါ မ ရေ ဖတ် ရင်း ဖတ် ရင်း ရီ နေ ရ တာ ကြီး နောက်ဆုံး ပုံ မှ အူတက် သွား တယ်,no
314,မ တောင် မ မ မ သတ် ခံ တောင်,po
6029,စစ်ခွေး မ,po
3384,စောက်ကျင့် ရွံ မ,ab
1700,လူပြိန်း ငပိန်း ငပေါ,po
