text,label,original_index
စောက်ရူး စောက်လေပေါ အဖွဲ့ nug,po,4915
ဟန်ဆောင် ကောင်း လိုက် တာ ကြောက် စရာ ကြီး,no,3627
ငါ့ ဘာသာ ငါ စခ တွေ ကို ပြော နေ တာ,po,5173
Sကောင်မ ကျက်သတုံး မ တန်ဖိုးမရှိတဲ့ဟာ မ ဆန်ကုန်မြေလေး မ 😏 😏 😏,ab,337
အေး ဆို ခေတ် ပျက် တာ မ ဟုတ် ဘူး လူ တွေ ပျက် နေ ကြ တာ မယားငယ် အမှန် လုပ် နေ ကြ တာ ငွေ ရှိ လူတန်းစား က ဖင်ခံ တာ တောင် ငါ မှန် တယ် လုပ် တာ,ab,2735
အဲ့ ဟာမ ကို ကြည့် လို့ ကို မ ရ တာ,ab,6231
ကိုယ် လည်း မ ရောက် ဖူး တော့ သူ တို့ ပြော သမျှ မျက်စိ သူငယ် နား သူငယ် နဲ့ ကိုယ့် ph နဲ့ ကိုယ် ကြည့် ပြီး အကုသိုလ် များ နေ ရ တာ ခု ချစ်မ ရှင်းပြ မှ ရီ ရ တော့ တယ်,no,1732
အတိတ် သမိုင်း ကို မှ ပြန် မ ငဲ့ မဖြစ်စလောက် အာဏာ ဝေစု ကို အာသာငမ်းငမ်း သွားရည် တများများ နဲ့ ပြည်သူ ကို ငါးစိမ်းသည် ရန်တွေ့ လုပ် နေ တဲ့ ဂြိုဟ်သား,po,50
အစ်ကို ရေ ဝတ် ထား တဲ့ အင်္ကျီ ကို တော့ ကြိုက် တယ် ဗျာ,no,6021
ဒီ တစ် ခါ အဲ့ ဆီ သွား စား မ လို့ ချိန် နေ တာ 😑,no,3840
စကစ ကမကလ တွေ ကို လေ ဘယ်လို တောင် ဆဲ ရ မ လဲ မ သိ တော့ ဘူး အရမ်း ကလိမ်ကျ တဲ့ ကောင် တွေ စွရှက် လည်း မ ရှိ ဘူး,po,1408
မအလ ကြောင့် ဖြစ် လာ သလား စိတ် အား ဝမ်းနည်း မိ တယ် ပြည်သူ များ,po,3850
ဘာ လို့ အခု မီး ပျက် နေ တာ လဲ ပြော စမ်း,no,3599
ဖာ အကြီးစား တွေ စောက်လုပ် ကို ရှုပ် နေ တာ ပဲ,ab,2371
နောက် တစ် ယောက် ပေါ် လာ ပြန် ပြီ လား ပထမ တစ် ခါ တုန်း က တ‌စ် ယောက် လည်း အဲ့လို ပဲ လူ တွေ ပျောက် လို့ လိုက် ရှာ မှ အလိမ် ပေါ် တာ လေ အခု လည်း ထပ် ပြီး ပေါ် လာ ပြန် ပြီ,no,2250
သောက်ရူး မျိုးရန်နောင်သိမ်း က မြေပြင် အခြေအနေ သိ ရှိ သူ လား ဒီ အဓမ္မ သတ် လိုက် တဲ့ ပီဒီအက် တွေ က ရော လူ့ပြည် မှာ ရှိ သေး ရဲ့ လား ဟဟ ပဲ ရ မယ် ။,po,3910
အမယ် ဥပဒေ အကြောင်း ဘာ တွေ သိ လို့ လဲ nlm ကောင်းကောင်း ရဲ့,ab,2531
သူ့ မိန်းမ ကို အန်တီ သတ် လိုက် တာ လား ဟင် 😳,ab,5852
အပြင် ပိုင်း လှ ပြီး အတွင်း ပိုင်း အောက်တန်းကျ တာ ကြောက် ဖို့ ကောင်း တယ်,ab,958
မလွန်ရပ် ထဲ ဖာသယ်မ တွေ ပြဿနာ ရှာ နေ လို့ ပြည်ခိုင်ဖြိုး သိန်းစိန် ဖာသယ်မသား,po,4419
စောက်ကြောတင်း တဲ့ အခွက် ပါ 😂 😂,ab,5392
အဲဒီ ခွေးအိုကြီး တွေ က လည်း တစ် မျိုး,ab,2418
ငါ ဖြင့် သူ့ ကို ချစ် လိုက် ရ တာ ဟယ် အရမ်း တော် တယ် နော် ဟန်ဆောင် အတော် ကောင်း တာ ပါ လား အစ်မ ရယ် လူ တွေ ကို ချစ် တတ် တယ် လို့ ထင် ထား တာ ပါ,no,957
မင်း တို့ က ဘာ မှ မဆီမဆိုင် တဲ့ သူ ကို ။ ဟို နေ့ က ဘီယာဆိုင် ဖွင့်ပွဲ တစ် ခု မှာ IC ပါ တက် ဆို သွား တာ ။ အကြီးအကျယ် ပဲ ။ အဲ့ ဘိုးအေ တွေ က အစဉ်အဆက် ဘောမ ခဲ့ တာ ။ အဲ့ဒါ ကျ တော့ ဘာ အသံ မှ မ ထွက် ဘူး ။,po,1843
မြန်မာ နိုင်ငံ ကြီး လည်း ပျက်စီး နေ ပါ ပြီ 🌚🌚 စိတ်ပျက် စရာ လည်း ကောင်း ပါ တယ် ဖင် တွေ ရင် တွေ ပြ နေ လိုက် ကြ ပါ တော့ လား ရိုက် စရာ လည်း တော်တော် ရှား တယ် ဖာ နိုင်ငံ ဖြစ် တော့ မယ်,ab,2358
5:00 က လာ ပြီး 5:30 ပြန် ပျက် သွား တာ အခု ထိ မ လာ သေး တော့ mmll တော့ kmkl တွေ,ab,2413
ကလေး က ကာကွယ် နေ တာ မ ဟုတ် ဘူး အမ ရဲ့ လူကြီး ချင်း ကိစ္စ မှာ ကလေး က Sခွက်ပြောင် ပြီး ဖင်ယား နေ တာ 😄 😄 မ ဆုံးမ ထား မှန်း သိသာ တယ် ။,ab,5857
မအလ တို့ များ စောင်ရှက် ကို မဲ့ နေ တာ,po,3204
နောက် လ မွေးနေ့ ရှိ လို့ ပုံ ရိုက် ဖို့ ရှိ တယ် ပြော တော့ ဘေး က ရိုက် ရင် လှ တယ် ရှေ့ က ရိုက် မှ မ လှ မှာ ဆို ပဲ 🥲 ကောင်း လိုက် တဲ့ service,no,6167
ဘို လိုး ပြီး မွေး လာ တာ လား မ သိ,ab,4846
မ ပြော ပါ နဲ့ နိုင်ငံရေးသမား လေး ကို လုပ် ပုံ တွေ က စောက်တစ်လွဲ 😕,po,6153
သူ ပဲ စိတ် မြန် တာ လား အမ က ရော ဒေါသ မ ထွက် တတ် ဘူး ထင် နေ လား မ သိ ဘူး,no,6702
တင်ဆက် တဲ့ အကို ကြီး ချော တယ် နော်,no,119
အဲ့ဒါ ပြော တာ ပြဿနာ တွေ ဘာ မှ မ ကြည့် ရင် တောင် လူကြီး စကား များ နေ တဲ့ ချိန် xင်ဝင်ယား နေ တာ လေ အဲ့ ကလေး က အဲ့ တာ ကို ကြား က မေတ္တာရှင်မ ကြီး က ဝင် နာ နေ တယ် 🙄,ab,6069
သေချာ ပါ တယ် စာ တွေ အရ တတိယ မြောက် ပေါ် လာ ဦး မှာ 🤣 🤣,no,2010
ကောင်းကျိုး မ ပေး စစ်ခွေး များ,po,716
တကယ် လည်း လွင့် ပါ တယ်,no,3327
အစ်မ က ခံ ရ တဲ့ လူ သာ ဆို ဘယ်လို နေ မ လဲ,no,1975
တန်ရာတန်ရာ ပေါ့ ဝကခ ဖြစ် လာ ရင် အနောက် ခွေး တွေ ဝင် ရှုပ် တော့ မယ် လေ ။,po,4866
ဟုတ် တယ် ဗျာ ကျက်သရေယုတ်,ab,5005
စပတ် ကို အာ နေ တာ ပဲ,ab,2310
မအလ ဂိုဏ်း သား တွေ က ခြေ သိုင်း လက် သိုင်း တွေ ထုတ် သုံး လာ ကြ ပြီ ပေါ့ လေ,po,2456
ဘာ မ ဟုတ် တာ အော် အေး ပါ ကြည့် မိ တဲ့ ငါ ပဲ မှား တာ ပါ,no,4775
၈၈ က လူ တွေ အားမနာ ဘူး လား နွား,po,4085
ဒါ ကို အနုပညာ လို့ ပြော ဦး မ လား 😂 😂 😎,no,293
Cardi B ကြိုက် လို့ လား မ သိ ဘူး ဒီ သီချင်း ကို ငါ တော့ တော်တော် ကြိုက် 😁,no,3006
လိ စောင်တလွဲ စောက်တပ်,po,312
$ခေါင်း ထဲ လ သာ ချင် မ နေ နဲ့ စစ်ကိုင်း တိုင်း တစ် ခု ပဲ ပတ် ကြည့် လိုက် ဘာ မ ဟုတ် တာ ဆို တဲ့ ကောင်မ,po,5544
ငနီအစိုးရ အာဏာ မ ရ သေး ဘူး မုဒိမ်း လူသတ် နဲ့ စ နေ ပြီ စစ်တပ် က လုပ် တာ လည်း နည်း သေး တယ်,po,3537
ကျည်ဆံ မိုး တွေ က မင်းမေစောက်ဖုတ် မှာ ရွာ တာ,po,2207
ခွေး တွေ ပြည်သူ ကို သတ် ဖို့ လုပ် နေ ကြ တာ ။,po,4262
သူများ မယား ရှိ တာ သိ လျက် နဲ့ ဘယ်လို မိန်းမ တွေ လဲ,no,1129
ငါ စကား ပြော နေ လို့ ကြား ဝင် ပြော တဲ့ သူ ဆို အဲ့ နေရာ မှာ သေ ပြီး လောက် ပြီ,ab,4208
MC က ဘောမ တွေ ကို အရေးတယူ လုပ် မေး နေ တော့ MC က လည်း ဘောမ ပဲ ထင် တယ်,ab,3674
နင် တို့ ပဲ အဆင်မပြေ ကြ ငါ တို့ ကျ အိမ် ကို စိန် စီ ထား တာ လေ 🌚,no,2288
လူ့ ဘဝ သက်တမ်း တစ်ဝက် လောက် က မင်း တို့ ကို မေတ္တာပို့ နေ ရ တာ နဲ့ ကုန် ခဲ့ တာ ပဲ ကိုယ့် ဟာ ကိုယ် အဖြစ် ရှိ အောင် ပဲ ကြိုးစား ကြ ပါ ဦး မအလ ရဲ့ လက်ကိုင်တုတ် တွေ ရဲ့,po,4698
သူ့ ကျ မ ဖမ်း ဘူး လား မြန်မာ့ ယဉ်ကျေး မှု ဘာ ညာ 🤣,no,1827
စောက်ဖြစ်မရှိ ဘဲ ပုလ္လင် ပေါ် တက် ထိုင် နေ တယ်,po,5045
လွဲ နေ တာ မ ကြောက် တတ် မ ငို တတ် တဲ့ ကလေး က ငယ် ကတည်းက မ ကြောက် ဘူး မ ငို ဘူး,no,4528
ချော တယ် မ ကြီး သွား လေး က ခေါ နေ တာ ပဲ ရုပ် လေး ကို က ဘယ်လို ကြည့် ကြည့် ကျက်သရေမရှိ တာ,ab,2319
ခေတ်မီ လာ တာ မ ဟုတ် ဘူး xာဆန် လာ တာ MTV က,ab,3533
18+ သီချင်း တွေ အတွက် သီးသန့် artist ရှိ သင့် တယ် လို့ ထင် မြင် ယူဆ မိ ပါ တယ်,no,5137
ငါပါးလာရိုက်ရမလား,ab,5132
မအေလိုး Page က post တွေ့ တာ နဲ့ ကောင်း သည် ဆိုး သည် နောက် မှာ ထား ယပ်တောင် အရင် ရှာ ထား ရ တယ် 🖕🖕🖕🖕🖕,ab,5947
သိက္ခာချ တဲ့ စကား ပါ လား မအလ မ ကောင်း ကြောင်း ချ ပြ တာ နင် တို့ က နာ နေ တာ ပေါ့ နင် တို့ နိုင်ငံ အ‌ကြောင်း မ သိ တဲ့ လူ ရှိ လား 🤣,po,5490
Lock ချ ထား တော့ ငါ ဘယ်လို ဆဲ ရ ပါ့ ဘွားတော် ရယ် အသက် ကြီး ပြီး လူကြီး မ ပီသ လိုက် တာ,ab,6798
ဟုတ် ပါ တယ် နားဝင်ချို အောင် သာ ပြော သွား တာ အမှန် တော့ အတူတူ ပဲ အများကြီး တော့ ကိုယ် လည်း သူ တို့ နိုင်ငံ ရေး သိပ် တော့ မ လေ့လာ ဖြစ် ဘူး ဝန်ကြီးချူပ် အသစ် လေး ချော တာ ပဲ သိ တယ် 😁,no,6140
မိုက်ရိုင်း လိုက် တာ သူတောင်းစား က,ab,6709
ထိုင်း ရောက် မြန်မာ နိုင်ငံသား တွေ ဆူပူ မှု ဖြစ် ရင် ဝင်မယောင် မိ စေ နဲ့ ကိုယ့် အလုပ် ကိုယ် လုပ် 😆,no,5626
စာ ကို အဆုံး ထိ လိုက် ဖတ် ကြည့် တော့ သူ က သုတ်ပိုးနားထင်ရောက် နေ တာ ပဲ,ab,2419
ငါ လည်း ၈  နာမည် နဲ့ ၁ ရက် တည်း ရေး ပြီး သီချင်း ဆို တော့ မယ် အားပေး ကြ ဦး 🤣,no,4842
ငါ တို့ ပဲ ကောင်းကောင်း နေ မယ် စား မယ် နင် တို့ ပြည်သူ တွေ စု ပြီး သာ ချို့ချို့တဲ့တဲ့ နေ ကြ စား ကြ ဆို တဲ့ သဘော ပါ ပဲ အဲ့လို နေ ချင် စား ချင် ငါ တို့ နဲ့ ခွေးမျိုး တူ အောင် လုပ် ဆို ပြီး ဂုဏ်ဆာ ချင် လည်း ဆာ ကြ ဦး မှာ ။,po,2839
ဆေးလိပ် ဗူး ကြီး ကောက် လျက် တော့ ဘာ အရသာ ရှိ လဲ 🙁,no,4680
အရင် က နိုင်ငံ ရေး လုပ် ခဲ့ တာ ပြည်သူ့ အတွက် မ ဟုတ် ဘူး လုပ်စား ဖို့ ဆို တာ ပုပ်လို့ပေါ် လာ တဲ့ သဘော,po,3967
$shat လည်း ရှိ ဦး,ab,6249
Sry ပါ မ ရေ ဖတ် ရင်း ဖတ် ရင်း ရီ နေ ရ တာ ကြီး နောက်ဆုံး ပုံ မှ အူတက် သွား တယ်,no,3948
ဟို က မနာလို စိတ် မွေး ရ အောင် ခု တက် မယ့် ဝန်ကြီး က ဘုရင် ဖြစ် မယ့် သူ လည်း မ ဟုတ် သူ ကူညီ ရင် တောင် မှ မြန်မာ ပြည် သွား သိမ်း ထိုင်း စစ်တပ် ကို သွား အာဏာ ပေး လို့ ရ တာ လည်း မ ဟုတ် သူ ကူညီ တယ် ဆို တာ nug ကို ထောက်ခံ ကြောင်း စာ တစ် စောင် ပို့ ရုံ က လွဲ ပြီး ဘာ မှာ ပို မ မျှော်လင့် နဲ့ ထိုင်း လူမျိုး တွေ က ပါးနပ် လိုက် တာ မှ မ ပြော နဲ့ ဂျူး လူမျိုး သန်း ကျော် သတ် ခံ ရ တောင် ထိုင် ကြည့် နေ တာ ကမ္ဘာ ကြီး ဆီ က ဘာ မျှော်လင့် ။,po,314
စစ်ခွေး တွေ ရဲ့ လုပ်ရပ် က ဘယ် တော့ ပြီး ဆုံး မလဲ မ ခံစား နိုင် တော့ ဘူး 👹👺🤖,po,6029
စောက်ကျင့် တွေ ရွံ စရာ .... စ ကတည်းက ဘယ် ကောင့် ကို မှ မ ကြိုက် ခဲ့ ပါ ဘူး,ab,3384
ထိုင်း မှာ ဝန်ကြီးချုပ် ရာထူး အတွက် လူပြိန်း အကြိုက် ငပိန်း ငပေါ တွေ ကို ကန့်သတ် ထား တာ နဲ့ တူ တယ် 😁,po,1700
အစိုးရ တောင် မင်း အဘ တွေ က တော်တော် ကြောက် ရ တယ် ဘာ လို့ ဆို နိုင် မှ မ နိုင် တာ ပြည်တွင်းစစ် မှာ တောင် လေယာဉ် သုံး တည်း က စောက်ဆင့်မရှိ တာ ဒါ တောင် သာလွန် လက်နက် နဲ့ နှစ် ၅၀ ကျော် ဖွဲ့စည်း ထား လို့ 😂,po,4651
ဘဝ က ရိုးရှင်း လိုက် တာ .... ဘောမ တွေ နဲ့ တော့ ကွာ ပါ,ab,4816
ညီလေး ကြည့် ရ တာ ဂွေးတို မယ့် ပုံ အကို သုံး နေကျ ဆေး လေး ညွှန် ပေး မယ်,ab,109
သတ္တိ ရှိ ရင် မင်းအောင်လှိုင် ဘောထမ်း ပြီး ငါ့ ကို အလေးလှမ်းပြု ဆို တဲ့ ကိုကြီး လည်း ပါ တယ် ဟ,po,491
အရမ်း တန်ဖိုးကြီး တဲ့ အရာ တွေ ကို ဆု ချီးမြှင့် ပေး တာ ဘဘကြီး က,no,5704
ခေါင်းဆောင် မှု ညံ့ဖျင်း သော လူယုတ် အာဏာ ကို ယူ ပြည်သူ ကို သတ် ပြည်သူ ကို အကြောက်တရား ထည့် ကောင်းကောင်း မ လုပ် နိုင် ရင် နေရာ ရွှေ့ မ ကြိုက် နေရာ ပို့ အောက် က ကောင် တွေ က ဒါ မျိုး ကြောက် တော့ ခိုင်း တာ လုပ် မ အောင်မြင် ရင် လူ ချိန်း ဒီ အာဏာ ဒီ မူ နဲ့ စစ်တပ် မှာ လူပါးဝ ပြီး ဒုက္ခ ပေး လာ တာ ခိုင်း တာ လုပ် ပြည်သူ ကို ဒုက္ခ ပေး နေ သော အဘ တွေ,po,2056
မင်းအောင်လှိုင် နဲ့ တစ် ဉာဏ် တည်း ရှိ တဲ့ မအလ တွေ,po,4364
ကြား လိုက် တယ် ကား ဘီး ပေါက် တာ လား ပေါ့,no,4704
ရူး ပါ ပေ့ ကွာ ။ ဘဏ် မှာ စာရင်း ပဲ ကျန် ပြီး ၊ ငွေ က မ ရှိ တော့ ဘူး ဆို တာ မင်း တို့ နိုင်ငံ က ဘဏ် တွေ မှာ ရှိ လို့ လား ကွာ ။ ကလေး အတွေး နဲ့ နလဘိန်းတုန်း တွေ ပဲ ယုံ မှာ ပေါ့ ကွာ ။,po,1548
သောက်ရူး မျိုးရန်နောင်သိမ်း က မြေပြင် အခြေအနေ သိ ရှိ သူ လား ဒီ အဓမ္မ သတ် လိုက် တဲ့ ပီဒီအက် တွေ က ရော လူ့ပြည် မှာ ရှိ သေး ရဲ့ လား ဟဟ ပဲ ရ မယ် ။,po,3910
ဤ အရာ ကို ထိုင်း လွှတ်တော် ဟု ခေါ် သည် ။,no,1971
ပြော ချင် တာ အဲ့ဒါ တခြား နိုင်ငံ တွေ မှာ ဆို စောက် E စကေး တွေ နဲ့ ရော ပြော မ နေ ဘူး စောက်ဘောမ တွေ,ab,2706
ငါ တို့ နိုင်ငံ သာ ဒီမိုကရေစီ ရ သွား ရင် ထိုင်း နိုင်ငံ က နောင် တစ် ချိန် မှာ အာဏာရှင် နိုင်ငံ ပြန် ဖြစ် သွား လိမ့် မယ် တစ် ခု ကွာ တာ က ဘုရင် ကိုင် ထား တဲ့ စစ်တပ် နဲ့ မြန်မာ နိုင်ငံ ကျ တော့ စစ်တပ် က အထိန်းအကွပ် နဲ့ ကိုင် ထား တဲ့ စနစ် မျိုး ကွာ တာ မြန်မာ က ပို ပြီး အာဏာရူး ဆန် သွား တာ ။,po,5218
စောက်ပေါက် က လည်း ဆိုး လိုက် တာ အဆင့်တန်းမရှိ ဘူး စကား ပြော တာ က . စောက်ကြီးစောက်ကျယ် နဲ့ စိတ်ဓာတ် က အောက်တန်းစား စိတ်ဓာတ် နဲ့,ab,3811
မင်းမေစဖုတ် ကို pdf🤌,po,5163
လိုးမ ပဲ ငါ တို့ က အားပေး လိုက် ရ တာ ကွာ မင်း တို့ က တူတူ ပဲ ပြည်သူ ကျွေး တာ စား ပြီး အချိန်တန် တော့ ဘောမ တာ ပါ ပဲ 😇,po,530
တကယ် ပို့ ပေး ရ မ လား 😍,no,2712
နင် ငယ်ငယ် က တက် ခဲ့ တဲ့ ကျောင်း ရော ဒီ လို ပဲ လား,no,2958
လူ အများ ရှိ တဲ့ နေရာ မ လုပ် သင့် ပါ ဘူး ဟာ,no,3574
လူ ဖြစ် တဲ့ ခဏ အသက် ၂၀ အတွင်း မှာ သိ လာ တာ စောက်ဆံ က အတော်လေး အရေးကြီး တာ ပဲ ! လင် မ ယူ ချင် သေး ဘူး ဆို တဲ့ မင်းသမီး တောင် လင် ယူ သွား ပြီ သြော် စောက်ဆံ စောက်ဆံ,ab,3005
အမ ရေ တစ် ယောက် တည်း ဘုရင်မ လုပ် ပါ,no,6770
Pdf တွေ 🤣🤣🤣🤣 လက်နက် ကို အခု မှ ကိုင် ဖူး ကိုယ် နဲ့ မ တည့် ရင် ဒလန် လို့ စွပ်စွဲ သတ် စစ်တပ် အပေါ် ပုံချ ခွေး ထက် အောက်တန်းကျ တဲ့ အကောင် တွေ,po,542
မြင် တာ နဲ့ မ ကြည့် တော့ ဘူး lee ပဲ လို့ တန်း ဆဲ သွား သည်,ab,3907
ခွေး တွေ ပြည်သူ ကို သတ် ဖို့ လုပ် နေ ကြ တာ ။,po,4262
အိမ်နီးချင်း နိုင်ငံ တွေ တောင် မြန်မာ စစ်တပ် ယုတ်မာ တာ အကုန် သိ တယ် တချို့ က တော့ စစ်တပ် မှ စစ်တပ် ဖြစ် နေ ကြ တုန်း,po,2506
နေ့လည်ခင်း သွား စား အရမ်း အဆင်ပြေ တယ် လတ်ဆတ် ပါ တယ် အချိုပွဲ တွေ ဟင်းပွဲ တွေ လည်း အများကြီး ပါ ညနေ ဘက် က တော့ ထိုင် စရာ နေရာ လည်း အဆင်မပြေ ဘူး လူ ရှုပ် ပါ တယ်,no,767
ဆို နေ တာ အလွမ်း သီချင်း ဟဲ့ ဖင် လှုပ် စရာ လို လား,no,591
ဘယ်လို ပင် ပြောင်းလဲ သော်လည်း နောက်ဆုံး တော့,no,2148
ဘယ် တုန်း က ပွဲ တုန်း လင်း ပေး ကြ ပါ ဦး ထောင် ထဲ ရောက် နေ တုန်း ဖြစ် ကြ တာ တွေ ဆို လည်း လင်း ကြ ပါ ဦး မန့် တွေ အကုန် လိုက် ကြည့် တာ မ သိ တာ ကိုယ် ပဲ ရှိ နေ တယ် ထင် တယ် 😖😖😖😖,no,5381
အစွန် က ၁ ယောက် က ဘေး က စာ ကို ကြည့် ပြော နေ တာ လား ဟယ် သူ့ အစား ငါ မျက်စိ တွေ ညောင်း လိုက် တာ ဒီ ဘက် အစွန် က ၁ ယောက် က လည်း အဲ့လို မျိုး အဲ့လို မျိုး ပဲ ကြား နေ ရ တယ် စာကျက် ပြော နေ ကြ တာ လား 😖,no,3982
pdf တွေ ဘဝ က သေ ရင် အရပ်သား ဖြစ် အောင် ရေး ခံ ရ တယ် သနား စရာ ဘဝ တွေ အပယ်ခံ တွေ သေ ရင်,po,2082
လောင်ကီး တွေ,ab,5167
ဆိုင်ရှင် အမ ကြီး က သူ့ ဗန်း ထဲ က ဟာ တွေ နှိုက်နှိုက် စား တာ နော် ဈေးရောင်း တာ တဲ့ စရိုက်ပဲ,ab,5966
အပြော ခံ ချင် နေ တာ အိမ် က အမေ က မ ဆူ တာ ကြာ ပြီ မ လို့ 🙁,no,6043
အင်း ပေါ့ သူ တို့ က ဘယ်လောက် တန် တွေ စား မှန်း မှ မ သိ တာ မ ရယ်,no,6088
ပိတ်ပင် တားဆီး တော့ ကော ဘယ်သူ ထိ လဲ နောက်ဆုံး ပြည်သူ ပဲ ခံ ရ တာ မအလ တွေ က ဘယ်လောက် ပိတ်ပင် ပိတ်ပင် ဒီ တစ်သက် စား မ ကုန် ဘူး ပိတ်ပင် လေ ကုန်စျေးနှုန်း တက် ပြီး နောက်ဆုံး ပြည်သူ ပဲ မွဲ သထက် မွဲ ရ တာ,po,1875
မင်းမေ$ပတ် ပဲ လက် အညောင်း ခံ ပြီး ရေး တင် နေ သေး တယ် မင်း တို့ ဘာသာ တပ်ဆင် ခြင်း လုပ်လုပ် မ လုပ်လုပ် ပျက် နေ တာ ပဲ ကို 😕,ab,2198
ဘာ ပန်းပွင့် ရင် အလှဆုံး နော် သက်ကြီးရွယ်အို တွေ ကို ဆွဲ ထုတ် တက် ခိုင်း ရ တဲ့ အဖြစ် မအလ ရယ် နင့် စောက်ကျင့် က လည်း သေ ပြီး သား သူ တွေ တောင် အသရေစည်သူ ဘွဲ့ ပေး နေ ရ ပါ လား ဟယ်,po,4102
ဆော့ ရင်း စီး တဲ့ ဖိနပ် က 4 သိန်း ကျော် တာ စီး ပြီး ကစား နေ တဲ့ သူ က ခက်ခဲ တယ် တဲ့ လား ကိုယ့် ကို ပြန် ကြည့် ဦး တစ် လ ဝင် ငွေ 4 သိန်း ရှိ ရဲ့ လား လို့ 😂,no,1816
ပျက် အစဉ် ပြင် ခဏ ပါ ပဲ 💡,no,1162
နိုင်ငံ ချီ မ ပြော ပါ နဲ့ ကွာ ရပ်ကွက် အဆင့် ထား လိုက် ဦး လမ်း တစ် လမ်း ပဲ ယှဥ် မ လား ရှုံး ရင် ဖင်ခံ ကြေး,po,6487
နင့် အဖေ မအလ ကို လည်း public area လေး တစ် ခါ လောက် အလည် ထွက် ကြည့် ပါ လား လို့,po,3130
တိုင်းပြည် စစ်မက် ဖြစ် နေ တာ ကို ဘာ မ ဟုတ် တာ လုပ် နေ မင်းမေသပတ်,po,3121
တစ် ကောင် တစ် မြီး မှ ကျက်သရေမရှိ ။,ab,2294
ရော့ ဘောမမ ရင် ငါ့ လဥ လာ ငုံ,ab,1617
အဲ့ တာ တွေ ကျ မြန်မာ နိုင်ငံ က တာ၀န် ရှိ လူကြီး တွေ မ မြင် ကြ တော့ ဘူး လား သရုပ်ပျက် ချက် က လွန် တယ်,ab,3663
မြန်မာ နိုင်ငံ ကို ပြန် မြင် မိ စောက်တပ် က စောက်အာဏာ ပဲ မက် ကြ တာ ပြည်သူ ဘက် ဘယ်တော့မှ ငဲ့ မှာ မ ဟုတ် ဘူး ပြီး ရင် ပြည်သူ နဲ့ အတူ ရှိ နေ ပါ တယ် ဆို ပြီး ဖော်ရှိုး လုပ် ပြ စောက်ဦးနှောက်မဲ့ တဲ့ ဟာ တွေ က ယုံ ငါ့ ကို တော့ ပြည်သူ နဲ့ အတူ ရှိ ပါ တယ် လာ မ ပြော နဲ့ လက်တွေ့ နင် တို့ ယုတ်မာ ရိုင်းစိုင်း တာ တွေ မြင် ထား လို့ ကို မ ယုံ ဘူး ‌ ပိန်းပိန်း တွေ က ယုံ ကြ မှာ ပါ,po,1565
ဟုတ် လား ဒီ မနက် စျေး သွား တယ် လား,no,4731
မအေလိုး မင်းအောင်လှိုင် အာဏာရူး ခိုင်း တာ လုပ် မယ့် ကမကလိုး 💩စား🐕‍🦺 တပ်မတော် ဆို တာ မြန်မာ့ သမိုင်း မှာ ကျဆုံး သွား ပြီ ။,po,1037
ဒီ တစ် ခါ အဲ့ ဆီ သွား စား မ လို့ ချိန် နေ တာ 😑,no,3840
ဥပဓိမချိုမချဉ်နဲ့ လူ ကြည့် ကောင်း ရုံ ပြုံး တတ် ပြီး အယုတ်ညံ့ဆုံးစိတ်ဓါတ်ရှိသူ,ab,1867
ဒဲ့ဒဲ့ချင်း လုပ် ပေါ့ ကွာ အကြော က ပေး ထား ရ သေး မြန် ပြည် အတိုင်း ပဲ 😁 😁 😁,no,3420
$ကျွမ်း တွေ ပေါ့ အသက်ကြီးပြီးအချိန်မစီး တဲ့ ဟာ တွေ,ab,4746
အစ က ဘယ်သူ မှန်း တောင် မ သိ ဘူး ခု တော့ သူ မှန်း သိ သွား ပြီ 😂,no,1028
သူ ပြော တာ ဘယ် နား မှား လို့ လဲ ( မ သိ လို့ ),no,4263
သတစ တွေ မီး တစ် ခါ ဖြတ် တိုင်း ရောက် လေ ရာ ဘဝ တစ် မိသားစု လုံး ခွေးဝဲစားဖြစ်ပါစေ ငါ့ မန့် ဖျက် ပစ် လို့ ထပ် မန့် တာ ခွေး ဖြစ် မှာ တော့ ကြောက် တယ် ဟုတ် လား ခသတစ မသ တွေ,ab,214
ခွေးဆိုး ကို ဂျိုတပ်ပေး ရာ ကျ တာ ပေါ့,ab,6636
အဖေ အမေ မွေး တုန်း က အကောင်း ကိုယ့် လုပ်ရပ် က မ မှန် မ ကောင်း တဲ့ အဖွဲအစည်း ကို မ စွန့်ခွာ နိုင် ကြ တော့ လူ တွေ ဝိုင်း ဆဲ ခံ ရ တာ အမျိုး က လူမသိသူမသိ က နေ သူ့ အလှည့် မှာ ယုတ် သွား တာ ကို အmyoယုတ် လို့ ခေါ် တယ်,po,411
စက်ဖုတ် လှန် ပြီး ရိုက် လိုက် ပါ ဦး ဖင်ရိုက် ရင် ကြည့် မ ကောင်း လို့ 😊,ab,6299
ငတ် လို့ တစ်ဖန် ပြန် ဝင် လာ ပါ ပြီ ခင်ဗျာ,ab,1708
ဒီ ကောင်မ က သပိတ် တွေ ထွက် ဆန္ဒ တွေ ပြ နေ ကတည်းက ဘောမ လေ အဲ့ ကတည်းက BC ခွေးမ ကို 🙂,po,6729
တရားစွဲ ပေး လိုက် ကိုယ်ထိလက်ရောက် လုပ် တာ,no,2831
ဖင်ကုန်းပြ ပြီး ပရိသတ် ကို respect ဖြစ် ရ သေး,ab,6251
