text,label
kmkl စောက်သည်းတွေယား,ab
ငနီအစိုးရ မ မုဒိမ်း လူသတ် လုပ်,po
ခွေးနဲ့တောင်မတန်ဘူး ရက်စက်,ab
မ လုပ် မ leeတပ်,po
ရုပ်တွေနဲ့တင် မ လောက်,bo
ခေါင်းဖြူ ဖင်ဝိုင်းချ,ab
ဖင်လိုး ဖင်ခံ,ab
ကိုမေကိုလိုး,ab
မ ခွေးစိတ်ပေါက်,ab
စောက်ရူး,ab
သောက်ရူး မ,ab
ထိုး,ab
မိဘ တွေ က ခွင့်ပြု ကြ လား ဒါ မျိုး ကို,no
မအေloe ကားနဲ့တိုက်မယ်,ab
ခွေးပြေးဝက်ပြေး မ,ab
စောက်ပို မ မ,ab
$ပ,ab
ဖျင်ဝိုင်းloe,ab
သေချင်းဆိုး မသေနိုင်သေးဘူးလား,le
လလလလ မ မ မ ဆဲ ဆဲ လီး လီး ပဲ ကမကလ,ab
စောက်ရုပ် lee,ab
ဖာသည် တောင်,bo
ကျက်သရေမရှိ စောက်ခွက်,ab
ခွေးမ စောက်သည်း စောက်ရမ်း ပေါက် မျိုးမစစ် မ,ab
လိမ် လိမ် လိမ် မ သေ မလ,ab
ပြဿနာကောင် ခွေး မ,po
အမျိုးသမီး နာမည် လေး ပဲ နော်,no
စိတ် တွေ လည်း ညစ် မြန်မာ့ ယဉ်ကျေး မှု ကမ္ဘာ က သိ ပြီ ပေါ့,no
လောက် စောက်ဖက်မလုပ်,ab
ဂျီလိုလိုမတ်လိုလို အခြောက်,se
နိမားဘောက်ဘတ် ပဲ မြေနိုး 💩ပိစိ,ab
ချ လူပါးဝ မ မအလ အရိုးကိုက် ငမိုက်,po
စောက်ရူး စောက်အရည်အချင်း မ လုပ် နွားမ နွား,ab
စောက်အဖွားကြီး စောက်ကောင်မ စောက်ကလေး စောက်ချိုးကိုမပြေ စောက်ခွက်,bo
စာမတတ်ပေမတတ် တောသား တောသား တောသား,po
ပဲ စောက်ကျင့် မ မှန်း ရွံ,ab
ဖာတန်း မအလ,po
မသာ ပါးရိုက် သူတောင်းစား,ab
ကျား လိုက် တော့ ကြိုက် လား မ ဟုတ် ဘူး လား ပြန် ပြော ကြည့် ဖြေ ကြည့် ချင် လို့,no
မမ message မှာ ပြော ပြ ထား တယ်,no
လင်ဒရူး ဖေယိုးမ,ab
လဥ ပဲ,ab
အောက်တန်းစား မ,ab
မ နွား နွားမ ရိုက် မ နွားမ ရိုက်,ab
ဖျက် စောက်ကြောင်းပြ မ ပဲ,ab
ည ဘက် ကို ၃ ခါ လောက် လာ လိုက် ပျက် လိုက် ဖြစ် နေ တာ က တော့ တမင် လုပ် နေ မှန်း သိသာ လွန်း ပါ တယ် ကွာ,no
စုပ်ပေး,se
ဒူးမနာသား,ab
ဆောင့်ဆင့် သုတ်ကြောင်မ,ab
စစ်တပ် က ပြည်သူ့ အတွက် မ ဟုတ် တာ သေချာ တယ်,no
ပဲ စောက်ပို လုပ်,ab
သောက်တလွဲ ပဲ,ab
အမ ရယ် ဒီ လို ယောကျာ်း မျိုး နဲ့ ကွဲ သွား တာ လည်း ကောင်း ပါ တယ် အမ အစား ဟို မိန်းမ က ခံ ပေး နေ တယ် သာ သဘောထား 😆 မိန်းမ တစ် ယောက် က ယောက်ျား ရဲ့ ဖောက်ပြန် တာ ခံ ရ လို့ စိတ်ညစ် နေ တာ ကို သူ့ ဖက် က ပြန် ပြော တာ တွေ ဖတ် ပြီး ဘယ်လို လူစား လဲ တန်း သိ ရ တယ် ကွဲ လိုက် တာ တကယ် ဝမ်းသာ တယ် နိုင်ငံခြား မှာ သူ့ ထက် သာ တဲ့ သူ နဲ့ အမြန်ဆုံး ဆုံတွေ့ နိုင် ပါ စေ,no
ငါလိုးမသား မကောင်းဆိုးဝါး ပဲ ဆိုးကျိုးတွေအမြန်ရရှိခံစားရပါစေ ကျက်သရေတုံး ပဲ,le
အနိုင်ကျင့် သတ်ဖြတ် လုပ်,po
ကြား လိုက် တယ် ကား ဘီး ပေါက် တာ လား ပေါ့,no
စောက်သွားအပြားကြီးမ,bo
ကောင်မ လင်ဆာ မ Pharဆန်,ab
လ၄ မ မ စောက်ကြီးစောက်ကျယ်,ab
ဖင်ထဲထိုးထည့် မအော်လော်,ab
စောက်ရှက် မ,ra
mmsp မ ကိုမေကိုလိုး တောင် မ သေမှအေးမှာ,ab
မကောင်းဆိုးဝါး အကောင်,ab
ဖာရုံ မ ဖာရုံ,ab
ခွေး မ ခွေး မ ကိုက် တောင် ကိုက် ပဲ,po
ငါလိုးမ ဘောမ လီး,ab
ဘောမ ဖက်ခွက်စား ယီး ပဲ,ab
ချီး ရွံ,ab
ပဲ မ ခံ,ab
အရိုင်းအစိုင်း ကလေး ကြောင်တာလား,ab
အခု လို လုပ်ဆောင် သူ တွေ သူ တို့ မိသားစု အလှည့် မ ရောက် ပါ စေ နဲ့,no
အောက် မှာ အာကေ လေး တွေ ငို ကုန် ပြီ ဟ,no
ငါ တို့ က မိဘ လုပ်စာ ထိုင် စား နေ တာ ဟေ့,no
ခွေးထီး အလိုးခံ,ra
ရိုက် ပဲ လုပ် မ ပဲ မအလရဲ့ပညာရေး မ,ed
လအုစုတ်,ab
ယိုးဒယား ဝက်ခေါက် အိတ် 50 ပဲ ရ မယ် သိန်း 600 ဆို 😁 😁 😆,no
ဘော မ,ab
ခရေpay,ab
မအလ အမြီးကုတ်,po
မ စောက်ကလေး ဖင်ဝိုင်းချ ခံ thy,ab
မ မသာမ,ab
ခွေးနာမည်,ab
အကို ရေ ကျွန်တော့် ရင်ခွင် ထဲ လည်း လာ ကြည့် ပါ ဦး,no
Sရှက်မရှိ ဖင်ပြောင်,ab
ဆေးသမားရုပ်,bo
အကုသိုလ် ပဲ လုပ် ပဲ မအေယိုး,ab
လီး,ab
အားပေး နေ တယ် တောင်ကြီးသူ မလို့,no
ကြက်သတုန်း,ab
ငါလိုးမ ဘောမ လုပ် ဘောမ,ab
စောက်ကြီးစောက်ကျယ် ပဲ,ab
တီကောင်ကိုဆားနဲ့ပက်နေသလို ပဲ,bo
မ ခေါင်းလည်းပါမလာ ခေါင်းမရှိ ပဲ,ed
ဖာသည်မသား စစ်ခွေး လီး ပဲ,ab
နင့်မေစပတ် ဦးနှောက်ကောပါရဲ့လား လောက်ကောင်မ,ed
ဖူးကားရို-က်,ab
Kmkl မ,ab
တောင် လောက် ပဲ စောက်ရှက်မရှိ,ab
ရှာ မှ ရှား - မြန်မာ ပြည် ဖွား ကမ္ဘာ့ အဆဲ အခံရဆုံး သော လူသား တွေ ထဲ က လူသား,no
တောင်ပို့ကိုရှိခိုး,re
ဖ-ာခံ လောက် တောင် ပဲ ခရေပေး စွဖုပေး,ab
ဘယ် အာဏာရှင် ဖြစ်ဖြစ် ပါ ပြည်သူ့ ဆန္ဒ ပြည်သူ့ ရင်ဘတ် ကို ဘယ် တော့ မှ မ ကြည့် ပါ,no
စိတ်ပျက်,ab
ရုပ်ကိုကယောက်ျားလေးတွေပန်းသေမယ့်ရုပ်,bo
စိတ်ဓာတ်ကချီးပေ ပဲ,ab
အော်ဂလီဆန် အောက်တန်းစား,ab
ဓာတ်လိုက်ပြီးသေပါစေ ဒုက္ခိတဖြစ်ပါစေ ကား ကားမှောက်ပါစေ ကားတိုက်သေပါစေ မ ခိုး မျိုဆို့ ခွေးဖြစ် နွားဖြစ် ကျွန်ဖြစ်,le
ကတုံးမ မ တဏှာရူး,ab
ချီးစားခွေး မ,ab
တောင် မ ဖာသယ်မသား ဟောင်,ab
စောက်ခွက် ခွက်ပျောက်သွားချင်လား,ab
ပေါ မ အစိနဲ့ဝိုင်းထိုး,ab
$လုံး ဘောကြားထဲညပ် မ,ed
သူတောင်းစား လောက် လောက် ဖျက် သေမလိုဖြစ်,ab
18+ သီချင်း တွေ အတွက် သီးသန့် artist ရှိ သင့် တယ် လို့ ထင် မြင် ယူဆ မိ ပါ တယ်,no
မျက်ခုံး ဆိုး အသက် 😁,no
ပြော မယ့် စကားလုံး တိုင်း ကို သေချာ စဥ်းစား ပြီး မှ ပြော ပါ ကို ပြော လိုက် တဲ့ စကား က ပြည်သူ့ ချဥ်ဖတ် ဖြစ် သွား နိုင် တယ် ဆို တာ မ မေ့ နဲ့ နော်,no
ခွေး မသက ပြန်ကိုက်ပါစေ,le
ပဲ ဖျက် မင်းမေလိုး,ab
မစားဖူးမသောက်ဖူး မှန်း သိသာ,ra
ရန်တွေ့ လုပ် အခြောက်မ စိတ်ပျက် မ,ab
မသာမ သတ်ပစ်,ab
မ $ပေါ,ab
စောက်ရှက် မ,ab
ဖာ ထွီ,ab
စောက်ခွက်ပြောင် မအလ လီး ပဲ,ab
ပထွေး ခိုး ပထွေး မ,ab
ခွမေး,ab
မ ဟာမ မ မ $ရေးမပါ $ရှက်မရှိ,po
စောက်ရူး ခိုး လောက် ပဲ စောက်ကြီးစောက်ကျယ်,ab
စောက်ကောင်မ,ab
တဏှာကြီးမယ့်ယောက်ျား ပဲ,ab
ချ မ မြေမြို,ab
စောက်ကြောင်း စောက်တင်းတုတ် ငလိုးမ,ab
လီး ထိုး,ab
ရွံ စောက်ခွက်,bo
Sကောင်မ ကျက်သတုံး မ တန်ဖိုးမရှိတဲ့ဟာ မ ဆန်ကုန်မြေလေး မ,ab
ကလေး မ မှန်း သိသာ ရွံစတွန့်,ab
ငါလိုးမသား စောက်ရူး မအေလိုး ခွေးသား,ab
ဒီ လောက် ကျက်သရေ ရှိ တဲ့ post က ဘာ တွေ များ ရုပ်ပေါက် သွား တာ လဲ 🤔,no
အခြောက်,se
ခွေး မ,po
ကလေး မ MAL,ab
ဘောမ မ ဘောပိ သေ,ab
ကောင်မ ရွံ မ,ab
မ ဘောပဲမနေ,ab
ကျယ်နေပြီထင်တယ်အပေါက်လေး,se
စောင့်ကျင့် ပဲ,po
ရိုင်း ကလေး လူမိုက် လူရမ်းကား သန္ဓေယုတ် မိဘပြန်သတ်တဲ့သူမျိုးဖြစ်မှာ,le
ကိုယ် လည်း ကြုံ ဖူး တော့ မယားကြီး ကိုယ်ချင်းစာ တယ်,no
ရိုက် ဖျက် မအလ ဘောမ ပဲ,ab
သောက်ဂရုကိုမစိုက်,ab
မ မ ခံ ဂေး မ ဟိုဟာတော့ခံ,po
နင့်မယားထိလို့နာနေတာလား လဒ အောက်ဆွဲ,ab
လိမ် ချီးကျွေး,ab
မ ရွှေကြို အောက်တန်းစား ⚽️မ ရွှေကြို လုပ် 🖕🖕🖕 ပဲ,ab
ကိုယ့် ပြည်တွင်း မှာ အဲ့လို ကြွား နိုင် ဖို့ လူ တိုင်း မ တတ်နိုင် တာ ငို ချင်,no
ခဏခဏ သွား ဖြစ် ပါ တယ် အရင် က ဘာ ပဲ ကုန် နေနေ ပြော လည်း အရေးမလုပ် ပါ ဘူး အချိုပွဲ က လည်း ကလေး က စား စရာ ကျ လို့ အထဲ မှာ လည်း ပူအိုက် နေ ရော ချွေးထုတ်ခန်း ကျ လို့ 😂,no
မေလိုး လူကမွေးပြီးခွေးချီးပါတာ,ab
စောင်ဆံ မ ခွေးတောင်လင်အဖြစ် ခံ ပဲ,ab
လုပ် လုပ် မဲဖောက်ကံစမ်း,po
နင် တို့ မင်းသမီး တွေ ပဲ ညည်း တော့ ခို ဝင်စား တာ လား,no
သောက်တလွဲ,ab
ဒုတ်ရစ်,ab
အမြီး ရှည် တာ နဲ့ တို တာ,no
နင့်မေစကတ် နှင်းမေစပယ် MMSP,ab
မအေလိုး ဖင်တလှုပ်လှုပ်နဲ့ဖင်ခံချင် မ ငါလိုးမသား,bo
မ ရန်တိုက် မအေလိုး လီး ပဲ,ab
သုတ်ကြောင် ကြောင် ဖားပြုတ်မကြီး,ab
လိ,ab
ဖေတရာမောင်တကျိတ်ဆွေတထောင်မျိုးတသောင်းလုပ်မွေးထား သုတ်ပိုးခေါင်းထဲဝင်သွားလို့အသိစိတ်မဲ့ ပဲ မ မ ဆဲ ဆဲ,ab
နောက်၁၀ဘဝလူတောင်ဖြစ်မှာမဟုတ်ဘူး,le
NMSP မ ပထွေး မီးရှို့ ဘောမ မ,po
မှိုင် နေ တဲ့ ကောင် က ငါ ရော ဘယ် နေ့ အနားယူ ပြီး ရာထူး ပြုတ် မ လဲ တွေဝေ နေ သောအခါ 😂 😂,no
စောက်ပို,ab
အောကား,se
ခွက်ခေါက် မ အပုပ်ချ အောက်တန်းစား,po
ပြည်သူ့ကျိန်စာဆူးပါစေ,le
စောက်စပ်စု,ab
လုပ် စောက်ရှက် မ,ab
မအေလိုး လီး ပဲ,ab
လီး လီး မ ဒုတ်,ab
စောက်ရူး မ အကောင် ပဲ ဖြတ်,ab
ဘောမ တောဂိုက်,ab
ဖင်ခံ,ab
မအိန်ရိုး မ,ab
ဖာရုပ် ပေါက် ခွေးမ,bo
ဖင်ယား,ab
မ မ ကန် လုပ် မာန်တက် ဖလူးမ,ab
ကျက်သရေတုံး ကောင်မ,ab
မ ချီးတွေစား မ,ab
စောက်ပေါ,ab
မအေလိုး မ ပဲ မ,po
ဖေloeမ lee မ,ab
သွား စား ကြည့် မ လို့ လုပ် နေ တာ 🥲,no
မုန်း အရှက်မဲ့,ab
ဖင်ထယား ခံ,ab
သူ့ အမျိုး မလို့ သူ က နာ နေ တာ လား 😂 😂 😂,no
စောက်ပြစ် ပဲ စောက်ခွက် စောက်ပြစ် ပဲ,ab
လီး ဘောမ ကိုယ်မေကိုယ်လိုး မ,po
ဝိုင်း rpကျွေး အကုသိုလ်,ab
ရိုင်း ဖလမ,ab
တောင် စစ်ခွေး မသာ ပဲ,po
မင်းအမေလင် မ ငါလိုးမသား ဆဲ,ab
လူသတ်သမား မအေလိုး လူသတ်,ab
သွေးမဆုံးတဲ့အဖွားကြီး,se
မ စောက်ဆရာကြီး,ab
စောက်ပို ဗလောင်းဗလဲ မသာမ,ab
Lee မ kmkl,ab
ပြည်သူ့ ပိုက်ဆံ ပြည်သူ့ ပြန် ပေး 😁 😁,no
ဦးနှောက်ကမဖွံ့ဖြိုး ဖင်နဲ့နို့သာကြီး,ed
ခွေးအောင်လှိုင်,po
မ လုပ် မ ဖင်အရမ်းမယားပြပါနဲ့,po
နှစ်ဖက်ချွန်,se
အမုန်းဆုံး မယားငယ် ပဲ ခွဲ သူခိုး တောင် မ မုန်း လင်ခိုး ပဲ မုန်း,ab
သောက်ကြီးသောက်ကျယ်,ab
ခွေးသာသာ မအေလိုး,ab
ပေတရာလိုးမ မ ရွံ စမူထ,ab
စွကျိုးနဲ မှန်း မ ဒီအိုဂျီ,ab
ကျဆုံး စောက်ကောင်စီ အို သူခိုး အ LeLeLeLeLe ပဲ,po
ဆန်ကုန်မြေလေး ဖက်ခွက်စား နိုးမ တစ်လုံးဂျိုင့်,ab
⚽️မ ⚽️ရှူ,ab
ေ-ာက်ကြွေး မ,ab
thayကာနီးအသက်ငင်,bo
ရိုက် ခြောက်နေတာ,se
ဘုရား လို့ ခေါ် တာ မ ဟုတ် ပါ ဘူး နော် မယ်တော် ပါ,no
သူခိုးဂျပိုး လုပ် ပဲ,po
Sp mtm,ab
အတွေးခေါ်နိမ့် မ မ တောသူမ ပဲ,ra
ကံကောင်း ရင် ဆက် နေ ပေါ့ ဗျာ,no
မီးရှို့,ab
လူယုတ်မာ သူတောင်းစား,ab
မ ဖော်လော်မ ဆဲ ဆဲ ပဲ,ab
အရင် ဆိုင် တွေ ဆို အဲ့ ထက် များ တယ် ရော အသီးနှံ တွေ ရော ချိန် ကို မ ချိန် တာ 😐,no
မလိုက်ပါဦးဘဘဘော,po
ကလေး ကလေး မ ဖင်ယား တုတ် လှမ်းရိုက် တစ်ချက်ထိုးလည်းမလောက်တဲ့ဟာ ပြန်သုတ် တုတ်၊ဓားယူသွား မ ပဲ,ab
ရိုင်း ကလေး ကလေး စိတ်မနှံ့ လောက် ရိုင်း,ab
လွတ် လွတ် တာဇံ လောက်,ra
လုပ် ခံ,ab
မ မနက် မ မ ဖျက် ကျက်သရေအဖျာဖျာတုံး စောက်မီး တောင် ကျက်သရေယုတ်,ab
စောက်ရှက် မ ငါလိုးမ ဖာသယ် လိုး မ,ab
ကလေး မိမဆုံးမဖမဆုံးမ သိသာ အောက်တန်းကျ မ စိတ်ဓာတ်အောက်ကျ,ab
$ပို မ လုပ် ပဲ,ab
ရဲချုပ် က ရဲ ဘက် က မ ခန့် ဘူး လား,no
တောင်ကြီးသူ တွေ က အဲ့လို မျိုး လား,no
အသက် ဘယ်လောက် ဆို ဝင်ပြိုင် လို့ ရ တာ လဲ,no
လီး,ab
ဆောက်ဖြစ်မရှိ,ab
ဒစ်လာငုံ,ab
ရွံ မ နှာကြီးတဲ့ယောက်ျား,ab
ကုန်စုံဆိုင် တွေ မှာ ရ ပါ တယ်,no
92ကြောင် ကျပ်မပြည့် သောက် $ရမ်း မ ယွ,ab
ဆောက်ရှက် မအလ,ab
မအေလိုး လီး တောင် မ,ab
မ နေ တတ် မ စား တတ် မ သွား တတ် တာ အရမ်း သိသာ တယ် နော် ဘယ် သွားသွား Gym wears ကြီး နဲ့ ပဲ အဲ့ ထုတ် လိုက် တဲ့ ပိုက်ဆံ နဲ့ နေရာ လေး တွေ နဲ့ လိုက်ဖက် အောင် ဝတ် တတ် ဖို့ အဝတ်စား လေး ဘာ လေး ဝယ် လိုက် ပါ ဦး,no
ရုပ် လေး ချော ပါ လျက် နဲ့ ယောက်ျား ရှား ရ တယ် လို့ သူများ လင် ကို မှ 🙄 🙄,no
မ ⚽️မ ပဲ တောင်,ab
ဖုန်ရှူလိုက် သူတောင်းစား,ab
လီး ပဲ,ab
လီး,ab
Lee,ab
စောက်မျက်နှာဆိုး မဲလိုက်တဲ့အသား မသေသေးဘူးလား,bo
$သုံးမကျ,ab
ရိုက် စောက်ရူး စောက်ပေါ ရွံ,ab
မ spp,ab
ကြား လိုက် တယ် ရုံးကြီး နား ဈေး လာ ဝယ် ရင်း,no
တကယ် စား ကောင်း တဲ့ ဆိုင် လေး ပါ လက်ရာ က ရှယ် ပဲ 😋 ❤️,no
လင် အပေါက် စောက်ကြီးစောက်ကျယ် ခေါင်း မှန်း မ,ab
ဒါပေမဲ့ စော် တွေ က ဒီ လို ကောင် မှ ကြိုက် တာ,no
မျက်နှာထား လေး ချစ် လိုက် တာ ချေမိုး နေ တာ 💗,no
အဖွဲ့ က ဝန်ခံ ပြီး ပါ ပြီ ဆို ဘာ တွေ ပြော နေ တာ လဲ သေချာ ပြန် နားထောင် ပါ နားမလည် ရင်,no
ပြော လိုက် ချင် တယ် ပိုက်ဆံ ယူ ခဲ့ ဝယ် ပေး မယ် လို့ 🤣 🤣,no
မ လိုး ထည့်,ab
အခြောက် ပဲ,se
အော် မ ထင် ရ ဘူး,no
ကိုယ့်မေကိုယ်လိုး စောက်ဆင့်မရှိ မင်းတို့ပထွေး ပဲ,ab
မအေလိုး ခွေးစိတ်ပေါက်,po
ဖင်ပေး မ,ab
⚽️မ ဖင်နာ ပဲ,ab
ခွေးတိုးပေါက်,po
$ကျက်သရေတော်တော်တုံး တောင် မ Lee ပဲ,ab
စည်းကမ်း ဖောက် တာ ၂ ယောက် ရှိ တယ် ပြော ပြီး ၁ ယောက် တည်း ထုတ် တယ် နော် 😁 😁,no
မ အမျိုးမစစ်,ab
ဒါ က တော့ မ ဆိုင် ဘူး လို့ ထင် တယ် သူ့ အဖေ ရှာ တာ သူ့ သား သမီး တွေ အတွက် ရှာ တာ မ ဟုတ် ဘူး လား ရိုးရိုး လေး ပါ,no
ထည့် စောင်သုံးမဝင် မ,ra
သောက်ရှက်မရှိ မ မ တူသောအကျိုးပြန်ရပါမည်,le
လီး လုပ် မ ကိုမေကိုလိုး,ab
အဟောင်းစား ခွေးဝဲစား တောင် မ မ မ,ab
အခွက် ဖြတ်ရိုက်,ab
မြန်မာ ပြည် နေ ရ တာ ပျော် ပါ တယ် တစ် နေ့ ပြီး တစ် နေ့ ခေတ် ကြီး တိုးတက် လာ လို့ စိတ် ပါ ညစ် နေ ရ တယ် 😁,no
ပဲ ငတ်,ab
ငါလိုးမ ဒုတ်ရူး,ab
စိတ်ပူ ပေး တာ နားလည် ပါ တယ် ဒီ အကြောင်း ကိုဘာဘူ ပြန် သိ တော့ သူ ကိုယ်တိုင် လည်း လက်ခံ ပါ တယ် ပြန် မ ဖျက် ခိုင်း ပါ ဘူး,no
စောက်မီး,ab
ဇွတ်ကျား သဂြိုလ်ကုန်းအထိလိုက်ပေးရမှာ,po
ဖင်အရှည်ကြီးခံ,ab
မ Southခွက် ခံ အကုသိုလ်မ,ab
ခွေးထက်မိုက် လူယုတ်မာ,ab
ဆဲ ဖော်လော်မော် ဆဲ မ,ab
ကလေး မိုက်ရိုင်း စရိုက်,ab
စစ်ခွေး မ,po
စိတ်ရောဂါအခံရှိ,ed
ဖာသည်မ စစ်ခွေး တောင် ဥာဏ်ရည်မမှီ,po
အပြင် မှာ အဲ့ ကောင် ချမ်းသာ တယ် ဟ,no
စဖော်ကုတ် ဓာတ်လိုက်,bo
အ၆,se
စောက်ကြောတင်း,ab
မ စောက်ကလေး မ ပဲ ပဲ,ed
နင့်လင်,ab
ဆင်ကန်းတောတိုးယုံကြည်မှု ပဲ ဉာဏ်ပညာမပါတဲ့ကိုးကွယ်ခြင်း,re
ဒစ် ဒက်ဒက်,ab
ငါ့လိုး စစ်အာဏာရူး သတ်ပစ်,po
​မျောက်အိုရုပ် အသေဆိုးနဲ့သေကြပါစေ,le
စောက်ရူး,ab
သူများ ဟာ သုံး ပြီး မ ပေး ချင် တာ ရေ ပေး တာ ပဲ ကျေးဇူးတင် ဦး,no
လုပ် မ ပဲ ဝဋ်တွေလည်ပါမယ်,le
စက်ဖုတ် ရိုက် ဖင်ရိုက် မ,ab
ကား မ ပြော နဲ့ ဆိုင်ကယ် တရုတ် ဘီး အစုတ် တွေ တောင် ၁၀ ကျော် နေ ပြီ 🥹🥹,no
မ ots,ab
သူ့လေသံသူ့စကားတွေမကြိုက်တာ မ ပဲ,bo
ကျက်သရေယုတ်,ab
နီပိန်း,po
ဆောက်ရူး,ab
ဖင်လေးခဏဖယ်ပေး,bo
မ စောက်လုံးကန်း,bo
မအေloe မီးလောင်ပြာကျပါစေ,le
အထန်မ,ab
မျက်ရည် နဲ့ တင် တန် တယ် ဟ,no
ဖိနပ် တစ် ရံ မနက်ဖြန် ပို့ လိုက် ပါ မယ် အဲ 😁 😁,no
အောင်မြင် တာ မနာလို ဘူး ပြော ရ အောင် အမ ဆိုင် က ဘယ်လောက် တောင် နာမည် ကြီး နေ လို့ တုန်း ငါ့ နှယ် 🥲,no
အကြောကပ်,bo
PORNမ PORNအထီး ဖာ ငါLမ Sလုံး ကန်း,ab
နီပိန်း မ,po
L33,ab
လူ့ဖားပြုတ်ကြီး,bo
လုပ် ခံ စောက်တလွဲ,ab
လုပ် ကလေး နှိပ်စက် အသေရွံ ရိုက်,ab
ဗမာ လို ဆို တာ လား ဗျ နားမလည် လို့ မေး တာ နော်,no
ဖေတစ်ရာသီလချဥ်,re
ခွေးလောက်တောင်အဆင့်မရှိ ots ကို-က် ပစ်,ab
ငါလိုးမသား ဖြတ်,ab
မ တောင် ကောင်မ မ မ ပဲ ခေါင်းဖြတ်ခံရမယ့် ဟာမ,le
ဖင်လုံးကြီး ပဲ,se
ခွေးပြာ ခွေးစိမ်း ပဲ,po
ဟို လေ ဇွန်ကြီး က အဲ့ ဟာ လုပ် စား မယ် ဆို လည်း သေချာ တွစ် နည်း သင် ပါ့ လား ဟယ်,no
လူ တွေ က ကြောက် ဖို့ ကောင်း တယ် ဆို တာ အမှန် ပဲ လိုင်း ပေါ် မှာ နာမည် ပျက် သွား ရင် တက် လာ ဖို့ မ လွယ် တော့ ဘူး,no
မ ဖျင်ခံ ဖလမ ဖော်လော်မော်မ,ab
မသာမ,ab
ကတုံး မအလ,ab
အဲ့လို ကြီး လား အံ့သြ သွား တယ်,no
လုပ် မ ခံ စောက်လုပ် တောင် မ လုပ် ဖင်ချ မ ခံ,ab
ရှို့ ကိုမေကိုလိုး,po
မှုတ်က-ဟုတ်က,ab
ဖင်ယား လောက် မာန်တက်,ab
ပဲ ပဲ မအလ,po
မ ဖာသည်မ ဖာသည် တောင် လုပ် မ လုပ် လောက် အရှက်ကမ်းကုန် လောက် အောကား ရိုက်,se
စောက်သံ,bo
မအေလိုး လီး လီး ပဲ သတ်ပစ် ခွေး,ab
မ ခွေးသူတောင်းစား စစ်ခွေး အသေဆိုးနဲ့သေကြပါစေ,le
ခသတစ,ab
lee,bo
သုတ်ကြောင်,ab
မ လုပ် ဘောမ,ab
မ စောက်မြင်ကပ်,ab
ငါ နား က တပ် မိသားစု တွေ တောင် မုန့်ဟင်းခါး လက်မလည် လို့ တပ် ပြင် ပြေး ပြီး မုန့်ဟင်းခါး ထွက် စား နေ တာ ကို ကိုယ့် ဟာ ကိုယ် ပဲ လောက် အောင် ချက် စမ်း ပါ မင်း တို့ က ဂျင်း ကြိုက် တော့ ဂျင်း များ များ ထည့် ကွ 😂 😂 😂,no
ဘောမ ပဲ ဆဲ,ab
WOw ကောင်း တယ် ထင် လုပ် ကွာ ဘာ မှ မ ပြော ဘူး ငါ တို့ ကို လာ မ ရှုပ် ရင် ပြီး ရော,no
သိက္ခာမရှိ အောက်တန်းစား,ab
သတ်ပစ်,ab
သောက်ပေါ,ab
မအလ နဖူးတေ့ရှင်းလိုက် ဂိန် ဂိန်,po
ကျက်သရေကိုမရှိ အခြောက်,se
ရိုက် ချ ကျရှုံးပါစေ,le
ငါလိုးမ မ,ab
ရိုက်သတ် မသာကောင်,ab
ကျက်သရေတုံး ရွံ,ab
နင့်မေဇပ,ab
သောက်အားတိုင်းမွေး ကျက်သရေယုတ်,ab
စပ ပဲ ကိုမေကိုခုန်ခုန်ချစ်,ab
စောက်ကြီးစောက်ကျယ် မ လပြွတ်,ab
လားရှိုး လည်း မ လုံခြုံ တော့ ဘူး ဘာ ပြော ရ မ လဲ ကို မ သိ တော့ ဘူး သူခိုး က များ သေး,no
Sခွက် ရွံ,ab
စရိုက်ဆန် စောင်ကလေး ပြေးကန်,ab
လီး မအေလိုး,ab
ကောက်ထု မ,ab
Leeရုပ် မယားငယ် လုပ် လုပ် ပဲ စောက်,bo
ကောင်းရာသုဂတိမရောက်,ab
မ လူစင်စစ်ရဲ့ဉာဏ်မဟုတ် လုပ် ပဲ မ ခွေးစကား မ,po
စိတ်ပျက် မအေလိုး မအေလိုး မ သေ ဘော ပဲ,ab
လီး သောက်ရူး လီး ပဲ LGBTကောင် ချေးစား,ab
ကောင်မ ပဲ ပဲ မ ဘောမ ပဲ,po
ညှပ် ဖူး တယ် နည်းနည်း ပဲ တို မယ် နော် ဆို ညှပ် ချ လိုက် တာ များ ရင်နာ လိုက် တာ 😆 တစ် ခါ ပဲ နောက် ခါ ခြေဦး တောင် မ လှည့် တော့ ဘူး 😏,no
မှတ်ပုံတင် ပြောင်း တော့ မယ် 15မျဥ်း စောင်း လို့ 🤣🤣🤣,no
မိဘ ကို ပြစ်မှား သူ သည် ဘယ် အရာ မှ မ လွယ်ကူ ပါ,no
