Priority,Description,Start Time,Duration
Minor, Disk dm-12 on New_CB_CDB is very busy," Aug 01, 2025 11:38 ",7m 36s
Minor, Disk dm-12 on New_CB_DB is very busy," Aug 01, 2025 11:38 ",4h 53m
Minor, Disk dm-13 on New_CB_DB is very busy," Aug 01, 2025 11:38 ",17m 31s
Minor, Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:38 ",47m 58s
Critical, The web page HomePage is not available for external access. This is affecting External Web ibanking," Aug 01, 2025 11:38 ",1h 4m
Critical, Many back-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:37 ",31m 30s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:37 ",10m 1s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:37 ",10m 1s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:36 ",2m 10s
Minor, Few global groups has been changed," Aug 01, 2025 11:36 ",5m
Minor, Many blocked sessions on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 11:36 ",19m 57s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:36 ",3m 50s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:36 ",4m 50s
Minor, Few members has been added to the global group," Aug 01, 2025 11:36 ",5m 1s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:36 ",2m 12s
Minor, CPU usage of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:36 ",5m 25s
Minor, Many instances have been removed recently from AWS Cloud KBZT," Aug 01, 2025 11:36 ",9m 20s
Critical, CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 11:36 ",19m 1s
Minor, Memory utilization is high for pod fluent-bit-j7djl of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:36 ",5m 5s
Minor, Memory utilization is high for pod prometheus-0 of namespace monitoring on Kubernetes Cluster flexcube-cbs-prod-tkc," Aug 01, 2025 11:35 ",4m 57s
Minor, Many blocked connections for user SYS on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 11:35 ",24m 45s
Minor, CPU usage of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 11:34 ",4m 50s
Minor, Queue length is high {apgtopup1535\Summary}," Aug 01, 2025 11:34 ",8h 13m
Critical, Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running {Ora_Reco}," Aug 01, 2025 11:33 ",15m 6s
Major, Actual CPU credit balance is high {ap-southeast-1:-:i-04b74635ad73c1a93}," Aug 01, 2025 11:33 ",18m 3s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 11:33 ",4m 56s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 11:33 ",14m 32s
Major, Memory utilization is high for pod prometheus-0 of namespace monitoring on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 11:33 ",5m 6s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 11:32 ",10m 3s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:31 ",1m 40s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:31 ",1m 40s
Critical, One or more queries are blocking other queries on Microsoft SQL server QPV2DB_Prod:1433," Aug 01, 2025 11:31 ",5m 54s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:31 ",5m 26s
Minor, Memory utilization is high for pod fluent-bit-ph98g of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:31 ",41m 7s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 11:29 ",4m 51s
Minor, High disk space usage on /var drive of BIREPO_DB_Node_1," Aug 01, 2025 11:29 ",49m 38s
Major, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 11:29 ",58m 59s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:28 ",3m
Minor, Long swap queue on Tanzu_CBS_Reporting_PT," Aug 01, 2025 11:28 ",15h 11m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:27 ",5m 10s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:27 ",5m 10s
Minor, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 11:27 ",20m 7s
Minor, Write rate to datafile SFCUBSTAB_147.dbf is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:27 ",6h 31m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:27 ",4m 50s
Minor, Many maintenance {system-update}," Aug 01, 2025 11:26 ",5m 20s
Critical, CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 11:26 ",4m 29s
Minor, Many maintenance {Summary}," Aug 01, 2025 11:26 ",5m 24s
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-fncm5 of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:26 ",25m 13s
Major, Memory utilization is high for pod fluent-bit-ph98g of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:26 ",4m 30s
Minor, Many containers of pod zipkin-5b44f75dbb-fncm5 of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:26 ",45m 37s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:26 ",2m 10s
Major,Alert detected for Active connections current of WebLogic JDBC," Aug 01, 2025 11:26 ",10m 1s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:26 ",2m 12s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 11:25 ",21m 47s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 11:25 ",10m 51s
Minor, Many maintenance {system-update}," Aug 01, 2025 11:25 ",16m 6s
Minor, Many maintenance {Summary}," Aug 01, 2025 11:25 ",16m 10s
Minor, Many blocked connections for user SFCUBS on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:25 ",29m 43s
Minor, Many blocked connections for user _BACKGROUND on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:25 ",14m 16s
Major, High disk space usage on /db_data24 drive of New_CB_CDB_DR," Aug 01, 2025 11:24 ",5m 10s
Major, High disk space usage on /db_data23 drive of New_CB_DB_DR," Aug 01, 2025 11:24 ",5m 10s
Major, High disk space usage on /db_data24 drive of New_CB_DB_DR," Aug 01, 2025 11:24 ",5m 10s
Major, High disk space usage on /db_data23 drive of New_CB_CDB_DR," Aug 01, 2025 11:24 ",5m 10s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:23 ",2m 50s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#25}," Aug 01, 2025 11:23 ",39m 40s
Minor, Load failures rate is high {CBSCustomerService_1528\Summary}," Aug 01, 2025 11:23 ",39m 40s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 11:23 ",39m 40s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#8}," Aug 01, 2025 11:23 ",39m 40s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#24}," Aug 01, 2025 11:23 ",39m 40s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 11:23 ",39m 40s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 11:23 ",39m 43s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 11:22 ",15m 26s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 11:21 ",5m 6s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:21 ",3m 56s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:21 ",1m 51s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:21 ",1m 51s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:21 ",4m 51s
Minor, Many containers of pod zipkin-5b44f75dbb-jbk2j of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:21 ",25m 38s
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-jbk2j of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:21 ",25m 38s
Minor, Many instances have been removed recently from AWS Cloud Apigee," Aug 01, 2025 11:21 ",14m 35s
Minor, Memory utilization is high on apisys-prod-zb.kbzbank.com," Aug 01, 2025 11:21 ",54m 33s
Critical, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 11:19 ",5m 26s
Minor, High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1," Aug 01, 2025 11:19 ",30m 24s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:18 ",2m 25s
Critical, Many back-off restarting failed containers on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 11:18 ",20m 28s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:17 ",4m 51s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:16 ",1m 25s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:16 ",1m 26s
Minor, Many maintenance {system-update}," Aug 01, 2025 11:14 ",58m 9s
Minor, Many maintenance {Summary}," Aug 01, 2025 11:14 ",58m 10s
Minor, Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 11:14 ",5m 6s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 11:14 ",10m 22s
Major, Many blocked processes for user kbz-figw on Microsoft SQL CBMNET_FIGW_DB_SERVER_DC:1433," Aug 01, 2025 11:13 ",14m 59s
Major, High disk space usage on /oggdata drive of BI_Reporting_Prod," Aug 01, 2025 11:12 ",51m 7s
Minor, Many maintenance {system-update}," Aug 01, 2025 11:12 ",10m 17s
Minor, Many maintenance {Summary}," Aug 01, 2025 11:12 ",10m 20s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:12 ",9m 58s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:12 ",9m 58s
Minor, High incoming traffic to KBZDBDC_DB_Node1 {eth1}," Aug 01, 2025 11:11 ",3h 50m
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:11 ",1m 16s
Minor, High incoming traffic to KBZDBDC_DB_Node1 {bondeth0}," Aug 01, 2025 11:11 ",3h 50m
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:11 ",1m 21s
Major,Alert detected for Active connections current of WebLogic JDBC," Aug 01, 2025 11:11 ",9m 50s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 11:11 ",16m 8s
Minor, Many blocked connections for user COMMONCORE on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:11 ",43m 11s
Minor, Memory utilization is high for pod fluent-bit-ph98g of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:11 ",15m 8s
Minor, Memory utilization is high for pod fluent-bit-4blkm of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:11 ",35m 20s
Minor, Queue length is high {LogPool\Summary}," Aug 01, 2025 11:11 ",50m 23s
Minor, High CPU utilization when waiting for I/O on gsysdc," Aug 01, 2025 11:09 ",5m 9s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 11:09 ",10m 52s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 11:09 ",10m 52s
Minor, Queue length is high {apgtopuptelenor1587\Summary}," Aug 01, 2025 11:09 ",8h 13m
Minor, Queue length is high {apgtopupooredoo1588\Summary}," Aug 01, 2025 11:09 ",8h 13m
Minor, Queue length is high {apgtopupmytel1589\Summary}," Aug 01, 2025 11:09 ",8h 13m
Major, User errors are high for AWS DynamoDB qms-internal-prd-db," Aug 01, 2025 11:08 ",18m 3s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:08 ",2m 5s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 11:07 ",9m 32s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:07 ",4m 35s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 11:07 ",5m 21s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:06 ",3m 50s
Major, Memory utilization is high for pod fluent-bit-ph98g of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:06 ",4m 25s
Minor, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 11:06 ",4m 25s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:06 ",1m
Minor, There are many waiting containers in pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:06 ",1h 56m
Major, Maximum elapsed time is high on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 11:06 ",11h 36m
Minor, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 11:06 ",9m 47s
Major,Alert detected for Maximum CPU time of Oracle RAC SQL Workload," Aug 01, 2025 11:06 ",11h 36m
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:06 ",1m 4s
Minor, Few global groups has been changed," Aug 01, 2025 11:06 ",5m
Minor, Few members has been added to the global group," Aug 01, 2025 11:06 ",5m 1s
Major, Maximum elapsed time is high on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 11:06 ",11h 35m
Major,Alert detected for Maximum CPU time of Oracle RAC SQL Workload," Aug 01, 2025 11:05 ",11h 35m
Minor, Percentage of rollbacks is high on Oracle Database EYLOAN_Oracle_DB:1880:dcey," Aug 01, 2025 11:05 ",9m 46s
Minor, Disk nvme5n1 on BI_Reporting_Prod is very busy," Aug 01, 2025 11:05 ",5h 55m
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:05 ",18m 54s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 11:04 ",5m
Major,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:04 ",10m 24s
Major, Active TCP connections are high for load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 11:03 ",7m 2s
Minor, Network waits are taking time on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 11:03 ",42m 56s
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:03 ",18m 41s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:03 ",1m 51s
Minor, CPU usage of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:03 ",1m 51s
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:03 ",15m 28s
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:03 ",20m 49s
Minor, Queue length is high {LogPool\Summary}," Aug 01, 2025 11:02 ",1h 6m
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:02 ",14m 41s
Minor, There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:02 ",4m 26s
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-jbk2j of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:02 ",14m 13s
Minor, There are many waiting containers in pod aws-guardduty-agent-xw57m of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:02 ",1h 4m
Minor, There are many waiting containers in pod aws-guardduty-agent-487gg of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:02 ",2h 1m
Critical, High disk space usage on /oggdata drive of BI_Reporting_Prod," Aug 01, 2025 11:02 ",10m 7s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:02 ",40s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 11:02 ",40s
Minor, Many blocked sessions on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 11:01 ",5m 16s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:01 ",4m 51s
Minor, Memory utilization is high on node ip-10-207-5-121.kbzbank.com of Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 11:01 ",1h
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:01 ",4m 51s
Minor, Maximum query elapsed time is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 11:01 ",35m 45s
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:01 ",24m 34s
Minor, Network waits are taking time on Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 11:01 ",41m 11s
Minor, Long swap queue on Tanzu_CBS_Reporting_PT," Aug 01, 2025 11:01 ",21m 39s
Minor, Many maintenance {system-update}," Aug 01, 2025 11:01 ",19m 48s
Minor, Many maintenance {Summary}," Aug 01, 2025 11:01 ",19m 50s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 11:01 ",15m 35s
Critical,Alert detected for Current sockets count of WebLogic Server," Aug 01, 2025 11:00 ",25m 7s
Minor, Load failures rate is high {CBSCustomerService_1528\Summary}," Aug 01, 2025 10:59 ",10m 16s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 10:59 ",14m 52s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 10:59 ",10m 16s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#12}," Aug 01, 2025 10:59 ",10m 16s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#5}," Aug 01, 2025 10:59 ",14m 52s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4}," Aug 01, 2025 10:59 ",10m 16s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 10:59 ",10m 16s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 10:59 ",10m 16s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#19}," Aug 01, 2025 10:59 ",10m 21s
Minor, Few global groups has been changed," Aug 01, 2025 10:59 ",4m 55s
Minor, Few members has been removed from the global group," Aug 01, 2025 10:59 ",4m 56s
Critical, Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running {Ora_Reco}," Aug 01, 2025 10:59 ",29m 55s
Minor, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 10:59 ",30m 14s
Minor, Many maintenance {system-update}," Aug 01, 2025 10:58 ",9m 31s
Minor, Many maintenance {Summary}," Aug 01, 2025 10:58 ",9m 32s
Minor, High disk space usage on / drive of dr01dbadm03_gg," Aug 01, 2025 10:58 ",9m 48s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:58 ",1m 51s
Major, Many long running queries for DB08 on Oracle Cluster Ofsaa_DB_Rac:1580," Aug 01, 2025 10:58 ",5m 21s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:57 ",4m 46s
Minor, Network data transmitted is high for pod obpm-ui-1 of namespace obpm on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 10:57 ",9m 37s
Minor, There have been many container termination failures for pod aws-guardduty-agent-487gg of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:57 ",5m 11s
Minor, There have been many container termination failures for pod aws-guardduty-agent-xw57m of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:57 ",5m 11s
Minor, There have been many container termination failures for pod zipkin-5b44f75dbb-jbk2j of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:57 ",5m 16s
Minor, There are many waiting containers in pod aws-guardduty-agent-dwkql of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:57 ",4h 17m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:57 ",3m 51s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:57 ",25s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:57 ",3m 51s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:57 ",26s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 10:56 ",10m 22s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:56 ",4m 51s
Minor, Average latency for write operations is high in the FCP {port.3b [50:0a:09:82:80:b3:2d:0b]}," Aug 01, 2025 10:56 ",1h 18m
Minor, Average latency for write operations is high in the FCP {port.3c [50:0a:09:83:80:b3:2d:0b]}," Aug 01, 2025 10:56 ",47m 52s
Minor, Average latency for write operations is high in the FCP {port.3a [50:0a:09:81:80:b3:2d:0b]}," Aug 01, 2025 10:56 ",1h 18m
Critical, JMX connection to the JVM of Oracle WebLogic dcofsaa_edq_server1:7104 failed," Aug 01, 2025 10:56 ",4m 34s
Major, Disk nvme5n1 on BI_Reporting_Prod is very busy," Aug 01, 2025 10:56 ",9m 2s
Minor, Disk nvme9n1 on BI_Reporting_Prod is very busy," Aug 01, 2025 10:56 ",1h
Major, Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 10:56 ",5m 11s
Major, Active TCP connections are high for load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 10:56 ",5m 16s
Minor, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 10:55 ",16m 58s
Minor, Many instances have been removed recently from AWS Cloud p2p-sap-hana-prd," Aug 01, 2025 10:55 ",5m 11s
Minor, Run queue length is high on dc01dbadm08," Aug 01, 2025 10:54 ",15m 37s
Critical, Many back-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:54 ",26m 35s
Minor, IO splits to disk Disk1 D: on Sys01_Prod_DC_10.11.42.13 is high," Aug 01, 2025 10:53 ",5m 6s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 10:53 ",10m 11s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 10:53 ",10m 11s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database on Cloud SelfOnboarding_Prod_RDS:1521," Aug 01, 2025 10:52 ",2h 29m
Minor, There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:52 ",3h 11m
Minor, There have been many container termination failures for pod aws-guardduty-agent-dwkql of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:52 ",5m 16s
